Count,Customer ID,Customer Name,Customer Type,Service Voltage,Phase
7982,20-2085-0040,HILUCTOGAN6,RES2,240,1
7983,20-2085-0041,HILUCTOGAN7,RES2,240,1
7984,20-2085-0042,HILUCTOGAN8,RES2,240,1
7985,20-2085-0043,HILUCTOGAN9,RES2,240,1
7986,20-2085-0044,HILUCTOGAN10,RES2,240,1
7987,20-2085-0045,HILUCTOGAN11,RES2,240,1
7988,20-2085-0046,HILUCTOGAN12,RES2,240,1
7989,20-2085-0047,HILUCTOGAN13,RES2,240,1
7990,20-2085-0048,HILUCTOGAN14,RES2,240,1
7991,20-2085-0049,HILUCTOGAN15,RES2,240,1
7992,20-2085-0051,HILUCTOGAN16,RES2,240,1
7993,20-2085-0052,HILUCTOGAN17,RES2,240,1
7994,20-2085-0053,HILUCTOGAN18,RES2,240,1
7995,20-2085-0054,HILUCTOGAN19,RES2,240,1
7996,20-2085-0055,HILUCTOGAN20,RES2,240,1
7997,20-2085-0056,HILUCTOGAN21,RES2,240,1
7998,20-2085-0057,HILUCTOGAN22,RES2,240,1
7999,20-2085-0058,HILUCTOGAN23,RES2,240,1
8000,20-2085-0059,HILUCTOGAN24,RES2,240,1
8001,20-2085-0060,HILUCTOGAN25,RES2,240,1
8002,20-2085-0061,HILUCTOGAN26,RES2,240,1
8003,20-2085-0062,HILUCTOGAN27,RES2,240,1
8004,20-2085-0063,HILUCTOGAN28,RES2,240,1
8005,20-2085-0064,HILUCTOGAN29,RES2,240,1
8006,20-2085-0065,HILUCTOGAN30,RES2,240,1
8007,20-2085-0066,HILUCTOGAN31,RES2,240,1
8008,20-2085-0067,HILUCTOGAN32,RES2,240,1
8009,20-2085-0068,HILUCTOGAN33,RES2,240,1
8010,20-2085-0069,HILUCTOGAN34,RES2,240,1
8011,20-2085-0070,HILUCTOGAN35,RES2,240,1
8012,20-2085-0071,HILUCTOGAN36,RES2,240,1
8013,20-2085-0072,HILUCTOGAN37,RES2,240,1
8014,20-2085-0073,HILUCTOGAN38,RES2,240,1
8015,20-2085-0074,HILUCTOGAN39,RES2,240,1
8016,20-2085-0075,HILUCTOGAN40,RES2,240,1
8017,20-2085-0076,HILUCTOGAN41,RES2,240,1
8018,20-2085-0077,HILUCTOGAN42,RES2,240,1
8019,20-2085-0078,HILUCTOGAN43,RES2,240,1
8020,20-2085-0079,HILUCTOGAN44,RES2,240,1
8021,20-2085-0080,HILUCTOGAN45,RES2,240,1
8022,20-2085-0081,HILUCTOGAN46,RES2,240,1
8023,20-2085-0082,HILUCTOGAN47,RES2,240,1
8024,20-2085-0083,HILUCTOGAN48,RES2,240,1
8025,20-2085-0084,HILUCTOGAN49,RES2,240,1
8026,20-2085-0085,HILUCTOGAN50,RES2,240,1
8027,20-2085-0086,HILUCTOGAN51,RES2,240,1
8028,20-2085-0087,HILUCTOGAN52,RES2,240,1
8029,20-2085-0088,HILUCTOGAN53,RES2,240,1
8030,20-2085-0089,HILUCTOGAN54,RES2,240,1
8031,20-2085-0090,HILUCTOGAN55,RES2,240,1
8032,20-2085-0091,HILUCTOGAN56,RES2,240,1
8033,20-2085-0092,HILUCTOGAN57,RES2,240,1
8034,20-2085-0093,HILUCTOGAN58,RES2,240,1
8035,20-2085-0094,HILUCTOGAN59,RES2,240,1
8036,20-2085-0095,HILUCTOGAN60,RES2,240,1
8037,20-2085-0096,HILUCTOGAN61,RES2,240,1
8038,20-2085-0097,HILUCTOGAN62,RES2,240,1
8039,20-2085-0098,HILUCTOGAN63,RES2,240,1
8040,20-2085-0099,HILUCTOGAN64,RES2,240,1
8041,20-2085-0100,HILUCTOGAN65,RES2,240,1
8042,20-2085-0101,HILUCTOGAN66,RES2,240,1
8043,20-2085-0102,HILUCTOGAN67,RES2,240,1
8044,20-2085-0103,HILUCTOGAN68,RES2,240,1
8045,20-2085-0104,HILUCTOGAN69,RES2,240,1
8046,20-2085-0105,HILUCTOGAN70,RES2,240,1
8047,20-2085-0106,HILUCTOGAN71,RES2,240,1
8048,20-2085-0107,HILUCTOGAN72,RES2,240,1
8049,20-2085-0108,HILUCTOGAN73,RES2,240,1
8050,20-2085-0109,HILUCTOGAN74,RES2,240,1
8051,20-2085-0110,HILUCTOGAN75,RES2,240,1
8052,20-2085-0111,HILUCTOGAN76,RES2,240,1
8053,20-2085-0112,HILUCTOGAN77,RES2,240,1
8054,20-2085-0113,HILUCTOGAN78,RES2,240,1
8055,20-2085-0114,HILUCTOGAN79,RES2,240,1
8056,20-2085-0115,HILUCTOGAN80,RES2,240,1
8057,20-2086-0101,"SO. PUROGTOK, HILUCTOGAN1",RES1,240,1
8058,20-2086-0102,"SO. PUROGTOK, HILUCTOGAN2",RES1,240,1
8059,20-2086-0103,"SO. PUROGTOK, HILUCTOGAN3",RES1,240,1
8060,20-2086-0104,"SO. PUROGTOK, HILUCTOGAN4",RES1,240,1
8061,20-2086-0105,"SO. PUROGTOK, HILUCTOGAN5",RES1,240,1
8062,20-2086-0106,"SO. PUROGTOK, HILUCTOGAN6",RES1,240,1
8063,20-2086-0107,"SO. PUROGTOK, HILUCTOGAN7",RES1,240,1
8064,20-2086-0108,"SO. PUROGTOK, HILUCTOGAN8",RES1,240,1
8065,20-2086-0109,"SO. PUROGTOK, HILUCTOGAN9",RES1,240,1
8066,20-2086-0110,"SO. PUROGTOK, HILUCTOGAN10",RES1,240,1
8067,20-2086-0111,"SO. PUROGTOK, HILUCTOGAN11",RES1,240,1
8068,20-2086-0112,"SO. PUROGTOK, HILUCTOGAN12",RES1,240,1
8069,20-2086-0113,"SO. PUROGTOK, HILUCTOGAN13",RES1,240,1
8070,20-2086-0114,"SO. PUROGTOK, HILUCTOGAN14",RES1,240,1
8071,20-2086-0115,"SO. PUROGTOK, HILUCTOGAN15",RES1,240,1
8072,20-2086-0116,"SO. PUROGTOK, HILUCTOGAN16",RES1,240,1
8073,20-2086-0117,"SO. PUROGTOK, HILUCTOGAN17",RES1,240,1
8074,20-2086-0118,"SO. PUROGTOK, HILUCTOGAN18",RES1,240,1
8075,20-2086-0119,"SO. PUROGTOK, HILUCTOGAN19",RES1,240,1
8076,20-2086-0120,"SO. PUROGTOK, HILUCTOGAN20",RES1,240,1
8077,20-2086-0121,"SO. PUROGTOK, HILUCTOGAN21",RES1,240,1
8078,20-2086-0122,"SO. PUROGTOK, HILUCTOGAN22",RES1,240,1
8079,20-2086-0123,"SO. PUROGTOK, HILUCTOGAN23",RES1,240,1
8080,20-2086-0124,"SO. PUROGTOK, HILUCTOGAN24",RES1,240,1
8081,20-2086-0125,"SO. PUROGTOK, HILUCTOGAN25",RES1,240,1
8082,20-2086-0126,"SO. PUROGTOK, HILUCTOGAN26",RES1,240,1
8083,20-2086-0127,"SO. PUROGTOK, HILUCTOGAN27",RES1,240,1
8084,20-2086-0128,"SO. PUROGTOK, HILUCTOGAN28",RES1,240,1
8085,20-2086-0129,"SO. PUROGTOK, HILUCTOGAN29",RES1,240,1
8086,20-2086-0130,"SO. PUROGTOK, HILUCTOGAN30",RES1,240,1
8087,20-2086-0131,"SO. PUROGTOK, HILUCTOGAN31",RES1,240,1
8088,20-2086-0132,"SO. PUROGTOK, HILUCTOGAN32",RES1,240,1
8089,20-2086-0133,"SO. PUROGTOK, HILUCTOGAN33",RES1,240,1
8090,20-2086-0134,"SO. PUROGTOK, HILUCTOGAN34",RES1,240,1
8091,20-2087-0001,LOWER MANLOY1,RES3,240,1
8092,20-2087-0002,LOWER MANLOY2,RES3,240,1
8093,20-2087-0003,LOWER MANLOY3,RES3,240,1
8094,20-2087-0004,LOWER MANLOY4,RES3,240,1
8095,20-2087-0005,LOWER MANLOY5,RES3,240,1
8096,20-2087-0006,LOWER MANLOY6,RES3,240,1
8097,20-2087-0007,LOWER MANLOY7,RES3,240,1
8098,20-2087-0008,LOWER MANLOY8,RES3,240,1
8099,20-2087-0009,LOWER MANLOY9,RES3,240,1
8100,20-2087-0010,LOWER MANLOY10,RES3,240,1
8101,20-2087-0011,LOWER MANLOY11,RES3,240,1
8102,20-2087-0012,LOWER MANLOY12,RES3,240,1
8103,20-2087-0013,LOWER MANLOY13,RES3,240,1
8104,20-2087-0014,LOWER MANLOY14,RES3,240,1
8105,20-2087-0015,LOWER MANLOY15,RES3,240,1
8106,20-2087-0016,LOWER MANLOY16,RES3,240,1
8107,20-2087-0017,LOWER MANLOY17,RES3,240,1
8108,20-2087-0018,LOWER MANLOY18,RES3,240,1
8109,20-2087-0019,LOWER MANLOY19,RES3,240,1
8110,20-2087-0020,LOWER MANLOY20,RES3,240,1
8111,20-2087-0021,LOWER MANLOY21,RES3,240,1
8112,20-2087-0022,LOWER MANLOY22,RES3,240,1
8113,20-2087-0023,LOWER MANLOY23,RES3,240,1
8114,20-2087-0024,LOWER MANLOY24,RES3,240,1
8115,20-2087-0025,LOWER MANLOY25,RES3,240,1
8116,20-2087-0026,LOWER MANLOY26,RES3,240,1
8117,20-2087-0027,LOWER MANLOY27,RES3,240,1
8118,20-2087-0028,LOWER MANLOY28,RES3,240,1
8119,20-2087-0029,LOWER MANLOY29,RES3,240,1
8120,20-2087-0030,LOWER MANLOY30,RES3,240,1
8121,20-2087-0031,LOWER MANLOY31,RES3,240,1
8122,20-2087-0032,LOWER MANLOY32,RES3,240,1
8123,20-2087-0033,LOWER MANLOY33,RES3,240,1
8124,20-2087-0034,LOWER MANLOY34,RES3,240,1
8125,20-2087-0035,LOWER MANLOY35,RES3,240,1
8126,20-2087-0036,LOWER MANLOY36,RES3,240,1
8127,20-2087-0037,LOWER MANLOY37,RES3,240,1
8128,20-2087-0038,LOWER MANLOY38,RES3,240,1
8129,20-2087-0039,LOWER MANLOY39,RES3,240,1
8130,20-2087-0040,LOWER MANLOY40,RES3,240,1
8131,20-2087-0041,LOWER MANLOY41,RES3,240,1
8132,20-2087-0042,LOWER MANLOY42,RES3,240,1
8133,20-2087-0043,LOWER MANLOY43,RES3,240,1
8134,20-2087-0044,LOWER MANLOY44,RES3,240,1
8135,20-2087-0045,LOWER MANLOY45,RES3,240,1
8136,20-2087-0046,LOWER MANLOY46,RES3,240,1
8137,20-2087-0047,LOWER MANLOY47,RES3,240,1
8138,20-2087-0048,LOWER MANLOY48,RES3,240,1
8139,20-2087-0049,LOWER MANLOY49,RES3,240,1
8140,20-2087-0050,LOWER MANLOY50,RES3,240,1
8141,20-2087-0051,LOWER MANLOY51,RES3,240,1
8142,20-2087-0052,LOWER MANLOY52,RES3,240,1
8143,20-2087-0053,LOWER MANLOY53,RES3,240,1
8144,20-2087-0054,LOWER MANLOY54,RES3,240,1
8145,20-2087-0055,LOWER MANLOY55,RES3,240,1
8146,20-2087-0056,LOWER MANLOY56,RES3,240,1
8147,20-2087-0057,LOWER MANLOY57,RES3,240,1
8148,20-2087-0058,LOWER MANLOY58,RES3,240,1
8149,20-2087-0059,LOWER MANLOY59,RES3,240,1
8150,20-2087-0060,LOWER MANLOY60,RES3,240,1
8151,20-2087-0061,LOWER MANLOY61,RES3,240,1
8152,20-2087-0062,LOWER MANLOY62,RES3,240,1
8153,20-2087-0063,LOWER MANLOY63,RES3,240,1
8154,20-2087-0064,LOWER MANLOY64,RES3,240,1
8155,20-2087-0065,LOWER MANLOY65,RES3,240,1
8156,20-2087-0066,LOWER MANLOY66,RES3,240,1
8157,20-2087-0067,LOWER MANLOY67,RES3,240,1
8158,20-2087-0068,LOWER MANLOY68,RES3,240,1
8159,20-2087-0069,LOWER MANLOY69,RES3,240,1
8160,20-2087-0070,LOWER MANLOY70,RES3,240,1
8161,20-2087-0071,LOWER MANLOY71,RES3,240,1
8162,20-2087-0072,LOWER MANLOY72,RES3,240,1
8163,20-2087-0073,LOWER MANLOY73,RES3,240,1
8164,20-2087-0074,LOWER MANLOY74,RES3,240,1
8165,20-2087-0075,LOWER MANLOY75,RES3,240,1
8166,20-2087-0076,LOWER MANLOY76,RES3,240,1
8167,20-2087-0077,LOWER MANLOY77,RES3,240,1
8168,20-2087-0078,LOWER MANLOY78,RES3,240,1
8169,20-2087-0079,LOWER MANLOY79,RES3,240,1
8170,20-2087-0080,LOWER MANLOY80,RES3,240,1
8171,20-2087-0081,LOWER MANLOY81,RES3,240,1
8172,20-2087-0082,LOWER MANLOY82,RES3,240,1
8173,20-2087-0083,LOWER MANLOY83,RES3,240,1
8174,20-2087-0084,LOWER MANLOY84,RES3,240,1
8175,20-2087-0085,LOWER MANLOY85,RES3,240,1
8176,20-2087-0086,LOWER MANLOY86,RES3,240,1
8177,20-2087-0087,LOWER MANLOY87,RES3,240,1
8178,20-2087-0088,LOWER MANLOY88,RES3,240,1
8179,20-2087-0089,LOWER MANLOY89,RES3,240,1
8180,20-2087-0090,LOWER MANLOY90,RES3,240,1
8181,20-2087-0091,LOWER MANLOY91,RES3,240,1
8182,20-2087-0092,LOWER MANLOY92,RES3,240,1
8183,20-2087-0093,LOWER MANLOY93,RES3,240,1
8184,20-2087-0094,LOWER MANLOY94,RES3,240,1
8185,20-2087-0095,LOWER MANLOY95,RES3,240,1
8186,20-2087-0096,LOWER MANLOY96,RES3,240,1
8187,20-2087-0097,LOWER MANLOY97,RES3,240,1
8188,20-2087-0098,LOWER MANLOY98,RES3,240,1
8189,20-2087-0099,LOWER MANLOY99,RES3,240,1
8190,20-2087-0100,LOWER MANLOY100,RES3,240,1
8191,20-2087-0101,LOWER MANLOY101,RES3,240,1
8192,20-2087-0102,LOWER MANLOY102,RES3,240,1
8193,20-2087-0103,LOWER MANLOY103,RES3,240,1
8194,20-2087-0104,LOWER MANLOY104,RES3,240,1
8195,20-2087-0105,LOWER MANLOY105,RES3,240,1
8196,20-2087-0106,LOWER MANLOY106,RES3,240,1
8197,20-2087-0107,LOWER MANLOY107,RES3,240,1
8198,20-2087-0108,LOWER MANLOY108,RES3,240,1
8199,20-2087-0109,LOWER MANLOY109,RES3,240,1
8200,20-2087-0110,LOWER MANLOY110,RES3,240,1
8201,20-2087-0111,LOWER MANLOY111,RES3,240,1
8202,20-2087-0112,LOWER MANLOY112,RES3,240,1
8203,20-2087-0113,LOWER MANLOY113,RES3,240,1
8204,20-2087-0114,LOWER MANLOY114,RES3,240,1
8205,20-2087-0115,LOWER MANLOY115,RES3,240,1
8206,20-2087-0116,LOWER MANLOY116,RES3,240,1
8207,20-2087-0117,LOWER MANLOY117,RES3,240,1
8208,20-2088-0066,CANFABI2-1,RES1,240,1
8209,20-2088-0067,CANFABI2-2,RES1,240,1
8210,20-2088-0068,CANFABI2-3,RES1,240,1
8211,20-2088-0069,CANFABI2-4,RES1,240,1
8212,20-2088-0070,CANFABI2-5,RES1,240,1
8213,20-2088-0071,CANFABI2-6,RES1,240,1
8214,20-2088-0072,CANFABI2-7,RES1,240,1
8215,20-2088-0073,CANFABI2-8,RES1,240,1
8216,20-2088-0074,CANFABI2-9,RES1,240,1
8217,20-2088-0075,CANFABI2-10,RES1,240,1
8218,20-2088-0076,CANFABI2-11,RES1,240,1
8219,20-2088-0077,CANFABI2-12,RES1,240,1
8220,20-2088-0078,CANFABI2-13,RES1,240,1
8221,20-2088-0079,CANFABI2-14,RES1,240,1
8222,20-2088-0080,CANFABI2-15,RES1,240,1
8223,20-2088-0081,CANFABI2-16,RES1,240,1
8224,20-2088-0082,CANFABI2-17,RES1,240,1
8225,20-2088-0083,CANFABI2-18,RES1,240,1
8226,20-2088-0084,CANFABI2-19,RES1,240,1
8227,20-2088-0085,CANFABI2-20,RES1,240,1
8228,20-2088-0086,CANFABI2-21,RES1,240,1
8229,20-2088-0087,CANFABI2-22,RES1,240,1
8230,20-2088-0088,CANFABI2-23,RES1,240,1
8231,20-2088-0089,CANFABI2-24,RES1,240,1
8232,20-2088-0090,CANFABI2-25,RES1,240,1
8233,20-2088-0091,CANFABI2-26,RES1,240,1
8234,20-2088-0092,CANFABI2-27,RES1,240,1
8235,20-2088-0093,CANFABI2-28,RES1,240,1
8236,20-2088-0094,CANFABI2-29,RES1,240,1
8237,20-2088-0095,CANFABI2-30,RES1,240,1
8238,20-2088-0096,CANFABI2-31,RES1,240,1
8239,20-2088-0097,CANFABI2-32,RES1,240,1
8240,20-2088-0098,CANFABI2-33,RES1,240,1
8241,20-2088-0099,CANFABI2-34,RES1,240,1
8242,20-2088-0100,CANFABI2-35,RES1,240,1
8243,20-2088-0101,CANFABI2-36,RES1,240,1
8244,20-2088-0102,CANFABI2-37,RES1,240,1
8245,20-2088-0103,CANFABI2-38,RES1,240,1
8246,20-2088-0104,CANFABI2-39,RES1,240,1
8247,20-2088-0105,CANFABI2-40,RES1,240,1
8248,20-2088-0106,CANFABI2-41,RES1,240,1
8249,20-2088-0107,CANFABI2-42,RES1,240,1
8250,20-2089-0036,LOWER HIRAAN2-1,RES2,240,1
8251,20-2089-0037,LOWER HIRAAN2-2,RES2,240,1
8252,20-2089-0038,LOWER HIRAAN2-3,RES2,240,1
8253,20-2089-0039,LOWER HIRAAN2-4,RES2,240,1
8254,20-2089-0040,LOWER HIRAAN2-5,RES2,240,1
8255,20-2089-0041,LOWER HIRAAN2-6,RES2,240,1
8256,20-2089-0042,LOWER HIRAAN2-7,RES2,240,1
8257,20-2089-0043,LOWER HIRAAN2-8,RES2,240,1
8258,20-2089-0044,LOWER HIRAAN2-9,RES2,240,1
8259,20-2089-0045,LOWER HIRAAN2-10,RES2,240,1
8260,20-2089-0046,LOWER HIRAAN2-11,RES2,240,1
8261,20-2089-0047,LOWER HIRAAN2-12,RES2,240,1
8262,20-2089-0048,LOWER HIRAAN2-13,RES2,240,1
8263,20-2089-0049,LOWER HIRAAN2-14,RES2,240,1
8264,20-2089-0050,LOWER HIRAAN2-15,RES2,240,1
8265,20-2089-0051,LOWER HIRAAN2-16,RES2,240,1
8266,20-2089-0052,LOWER HIRAAN2-17,RES2,240,1
8267,20-2089-0053,LOWER HIRAAN2-18,RES2,240,1
8268,20-2089-0054,LOWER HIRAAN2-19,RES2,240,1
8269,20-2089-0055,LOWER HIRAAN2-20,RES2,240,1
8270,20-2089-0056,LOWER HIRAAN2-21,RES2,240,1
8271,20-2089-0057,LOWER HIRAAN2-22,RES2,240,1
8272,20-2089-0058,LOWER HIRAAN2-23,RES2,240,1
8273,20-2089-0059,LOWER HIRAAN2-24,RES2,240,1
8274,20-2089-0060,LOWER HIRAAN2-25,RES2,240,1
8275,20-2089-0061,LOWER HIRAAN2-26,RES2,240,1
8276,20-2089-0062,LOWER HIRAAN2-27,RES2,240,1
8277,20-2089-0063,LOWER HIRAAN2-28,RES2,240,1
8278,20-2089-0064,LOWER HIRAAN2-29,RES2,240,1
8279,20-2089-0065,LOWER HIRAAN2-30,RES2,240,1
8280,20-2089-0066,LOWER HIRAAN2-31,RES2,240,1
8281,20-2089-0067,LOWER HIRAAN2-32,RES2,240,1
8282,20-2089-0068,LOWER HIRAAN2-33,RES2,240,1
8283,20-2089-0069,LOWER HIRAAN2-34,RES2,240,1
8284,20-2089-0070,LOWER HIRAAN2-35,RES2,240,1
8285,20-2089-0071,LOWER HIRAAN2-36,RES2,240,1
8286,20-2089-0072,LOWER HIRAAN2-37,RES2,240,1
8287,20-2089-0073,LOWER HIRAAN2-38,RES2,240,1
8288,20-2091-0042,LIBO2-1,RES1,240,1
8289,20-2091-0043,LIBO2-2,RES1,240,1
8290,20-2091-0044,LIBO2-3,RES1,240,1
8291,20-2091-0046,LIBO2-4,RES1,240,1
8292,20-2091-0047,LIBO2-5,RES1,240,1
8293,20-2091-0048,LIBO2-6,RES1,240,1
8294,20-2091-0049,LIBO2-7,RES1,240,1
8295,20-2091-0050,LIBO2-8,RES1,240,1
8296,20-2091-0051,LIBO2-9,RES1,240,1
8297,20-2091-0052,LIBO2-10,RES1,240,1
8298,20-2091-0053,LIBO2-11,RES1,240,1
8299,20-2091-0054,LIBO2-12,RES1,240,1
8300,20-2091-0055,LIBO2-13,RES1,240,1
8301,20-2091-0056,LIBO2-14,RES1,240,1
8302,20-2091-0057,LIBO2-15,RES1,240,1
8303,20-2091-0059,LIBO2-16,RES1,240,1
8304,20-2091-0060,LIBO2-17,RES1,240,1
8305,20-2091-0061,LIBO2-18,RES1,240,1
8306,20-2091-0062,LIBO2-19,RES1,240,1
8307,20-2091-0063,LIBO2-20,RES1,240,1
8308,20-2091-0064,LIBO2-21,RES1,240,1
8309,20-2091-0065,LIBO2-22,RES1,240,1
8310,20-2091-0066,LIBO2-23,RES1,240,1
8311,20-2091-0067,LIBO2-24,RES1,240,1
8312,20-2091-0068,LIBO2-25,RES1,240,1
8313,20-2091-0069,LIBO2-26,RES1,240,1
8314,20-2091-0070,LIBO2-27,RES1,240,1
8315,20-2091-0071,LIBO2-28,RES1,240,1
8316,20-2091-0072,LIBO2-29,RES1,240,1
8317,20-2091-0073,LIBO2-30,RES1,240,1
8318,20-2091-0074,LIBO2-31,RES1,240,1
8319,20-2091-0075,LIBO2-32,RES1,240,1
8320,30-3083-0168,"SO. LANANTE, BUKID1",RES1,240,1
8321,30-3083-0169,"SO. LANANTE, BUKID2",RES1,240,1
8322,30-3083-0170,"SO. LANANTE, BUKID3",RES1,240,1
8323,30-3083-0171,"SO. LANANTE, BUKID4",RES1,240,1
8324,30-3083-0172,"SO. LANANTE, BUKID5",RES1,240,1
8325,30-3083-0173,"SO. LANANTE, BUKID6",RES1,240,1
8326,30-3083-0175,"SO. LANANTE, BUKID7",RES1,240,1
8327,30-3083-0176,"SO. LANANTE, BUKID8",RES1,240,1
8328,30-3083-0177,"SO. LANANTE, BUKID9",RES1,240,1
8329,30-3083-0178,"SO. LANANTE, BUKID10",RES1,240,1
8330,30-3083-0179,"SO. LANANTE, BUKID11",RES1,240,1
8331,30-3083-0180,"SO. LANANTE, BUKID12",RES1,240,1
8332,30-3083-0181,"SO. LANANTE, BUKID13",RES1,240,1
8333,30-3083-0182,"SO. LANANTE, BUKID14",RES1,240,1
8334,30-3083-0183,"SO. LANANTE, BUKID15",RES1,240,1
8335,30-3083-0184,"SO. LANANTE, BUKID16",RES1,240,1
8336,30-3083-0185,"SO. LANANTE, BUKID17",RES1,240,1
8337,30-3083-0186,"SO. LANANTE, BUKID18",RES1,240,1
8338,30-3084-0080,"BALIRE, BARUGO1",RES2,240,1
8339,30-3084-0081,"BALIRE, BARUGO2",RES2,240,1
8340,30-3084-0082,"BALIRE, BARUGO3",RES2,240,1
8341,30-3084-0083,"BALIRE, BARUGO4",RES2,240,1
8342,30-3084-0084,"BALIRE, BARUGO5",RES2,240,1
8343,30-3084-0085,"BALIRE, BARUGO6",RES2,240,1
8344,30-3084-0086,"BALIRE, BARUGO7",RES2,240,1
8345,30-3084-0087,"BALIRE, BARUGO8",RES2,240,1
8346,30-3084-0088,"BALIRE, BARUGO9",RES2,240,1
8347,30-3084-0089,"BALIRE, BARUGO10",RES2,240,1
8348,30-3084-0090,"BALIRE, BARUGO11",RES2,240,1
8349,30-3084-0091,"BALIRE, BARUGO12",RES2,240,1
8350,30-3084-0092,"BALIRE, BARUGO13",RES2,240,1
8351,30-3084-0093,"BALIRE, BARUGO14",RES2,240,1
8352,30-3084-0094,"BALIRE, BARUGO15",RES2,240,1
8353,30-3084-0095,"BALIRE, BARUGO16",RES2,240,1
8354,30-3084-0096,"BALIRE, BARUGO17",RES2,240,1
8355,30-3084-0097,"BALIRE, BARUGO18",RES2,240,1
8356,30-3084-0098,"BALIRE, BARUGO19",RES2,240,1
8357,30-3084-0099,"BALIRE, BARUGO20",RES2,240,1
8358,30-3084-0100,"BALIRE, BARUGO21",RES2,240,1
8359,30-3084-0101,"BALIRE, BARUGO22",RES2,240,1
8360,30-3084-0102,"BALIRE, BARUGO23",RES2,240,1
8361,30-3084-0103,"BALIRE, BARUGO24",RES2,240,1
8362,30-3084-0104,"BALIRE, BARUGO25",RES2,240,1
8363,30-3084-0105,"BALIRE, BARUGO26",RES2,240,1
8364,30-3084-0106,"BALIRE, BARUGO27",RES2,240,1
8365,30-3084-0107,"BALIRE, BARUGO28",RES2,240,1
8366,30-3084-0108,"BALIRE, BARUGO29",RES2,240,1
8367,30-3084-0109,"BALIRE, BARUGO30",RES2,240,1
8368,30-3084-0111,"BALIRE, BARUGO31",RES2,240,1
8369,30-3084-0112,"BALIRE, BARUGO32",RES2,240,1
8370,30-3084-0113,"BALIRE, BARUGO33",RES2,240,1
8371,30-3084-0114,"BALIRE, BARUGO34",RES2,240,1
8372,30-3084-0115,"BALIRE, BARUGO35",RES2,240,1
8373,30-3084-0116,"BALIRE, BARUGO36",RES2,240,1
8374,30-3084-0117,"BALIRE, BARUGO37",RES2,240,1
8375,30-3084-0118,"BALIRE, BARUGO38",RES2,240,1
8376,30-3084-0119,"BALIRE, BARUGO39",RES2,240,1
8377,30-3084-0120,"BALIRE, BARUGO40",RES2,240,1
8378,30-3084-0121,"BALIRE, BARUGO41",RES2,240,1
8379,30-3084-0122,"BALIRE, BARUGO42",RES2,240,1
8380,30-3084-0123,"BALIRE, BARUGO43",RES2,240,1
8381,30-3084-0124,"BALIRE, BARUGO44",RES2,240,1
8382,30-3084-0125,"BALIRE, BARUGO45",RES2,240,1
8383,30-3084-0126,"BALIRE, BARUGO46",RES2,240,1
8384,30-3084-0127,"BALIRE, BARUGO47",RES2,240,1
8385,30-3084-0128,"BALIRE, BARUGO48",RES2,240,1
8386,30-3084-0129,"BALIRE, BARUGO49",RES2,240,1
8387,30-3084-0130,"BALIRE, BARUGO50",RES2,240,1
8388,30-3084-0131,"BALIRE, BARUGO51",RES2,240,1
8389,30-3084-0132,"BALIRE, BARUGO52",RES2,240,1
8390,30-3084-0133,"BALIRE, BARUGO53",RES2,240,1
8391,30-3084-0134,"BALIRE, BARUGO54",RES2,240,1
8392,30-3084-0135,"BALIRE, BARUGO55",RES2,240,1
8393,30-3084-0136,"BALIRE, BARUGO56",RES2,240,1
8394,30-3084-0137,"BALIRE, BARUGO57",RES2,240,1
8395,30-3084-0138,"BALIRE, BARUGO58",RES2,240,1
8396,30-3084-0139,"BALIRE, BARUGO59",RES2,240,1
8397,30-3084-0140,"BALIRE, BARUGO60",RES2,240,1
8398,30-3084-0141,"BALIRE, BARUGO61",RES2,240,1
8399,30-3084-0142,"BALIRE, BARUGO62",RES2,240,1
8400,30-3084-0143,"BALIRE, BARUGO63",RES2,240,1
8401,50-5083-0031,"BALIRE, TUNGA1",RES1,240,1
8402,50-5083-0032,"BALIRE, TUNGA2",RES1,240,1
8403,50-5083-0033,"BALIRE, TUNGA3",RES1,240,1
8404,50-5083-0034,"BALIRE, TUNGA4",RES1,240,1
8405,50-5083-0035,"BALIRE, TUNGA5",RES1,240,1
8406,50-5083-0036,"BALIRE, TUNGA6",RES1,240,1
8407,50-5083-0037,"BALIRE, TUNGA7",RES1,240,1
8408,50-5083-0038,"BALIRE, TUNGA8",RES1,240,1
8409,50-5083-0039,"BALIRE, TUNGA9",RES1,240,1
8410,50-5084-0021,"BALIRE, TUNGA2-1",RES3,240,1
8411,50-5084-0025,"BALIRE, TUNGA2-2",RES3,240,1
8412,50-5084-0026,"BALIRE, TUNGA2-3",RES3,240,1
8413,50-5084-0027,"BALIRE, TUNGA2-4",RES3,240,1
8414,50-5084-0028,"BALIRE, TUNGA2-5",RES3,240,1
8415,50-5084-0029,"BALIRE, TUNGA2-6",RES3,240,1
8416,50-5084-0030,"BALIRE, TUNGA2-7",RES3,240,1
8417,50-5084-0031,"BALIRE, TUNGA2-8",RES3,240,1
8418,50-5084-0032,"BALIRE, TUNGA2-9",RES3,240,1
8419,50-5084-0033,"BALIRE, TUNGA2-10",RES3,240,1
8420,50-5084-0034,"BALIRE, TUNGA2-11",RES3,240,1
8421,2020720637,J & F DEPARTMENT STORE/ BIENVINIDO G. ONG,INDL3,13200,3
8422,2020720470,"COMBINIDO, EDUARDO RICEMILL",INDL3,13200,3
