Count,Primary Distribution Line  Segment ID,From_Bus_ID,To_Bus_ID,Phasing,Configuration,System Grounding Type,Length         (meters),Conductor Type,Conductor Size,Unit (C) ,Strands (C) ,Neutral Wire Type,Neutral Wire Size,Unit (NW),Strands (NW),Spacing D12 (meters),Spacing D23 (meters),Spacing D13 (meters),Spacing D1n (meters),Spacing D2n (meters),Spacing D3n (meters),Spacing DC1-C2       (meters),Height H1   (meters),Height H2   (meters),Height H3   (meters),Height Hn   (meters),Earth Resistivity (Ohm-meter),latitude,longitude,Feeder
190,DXTUNGAF1A0126-12,P0000000126-10,P0000000126-12,AN,Vertical,Multi-grounded,53,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29375219,124.6426928,F1
191,DXTUNGAF1A0128,P0000000126,P0000000128,ABCN,Triangular,Multi-grounded,94,ACSR,336.4,MCM,26-Jul,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29383802,124.6418881,F1
192,DXTUNGAF1A0128-4,P0000000128,P0000000128-4,AN,Vertical,Multi-grounded,200,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.29391313,124.6413839,F1
193,DXTUNGAF1A0128-4A,P0000000128-4,P0000000128-4A,AN,Vertical,Multi-grounded,2,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.29399359,124.6409386,F1
194,DXTUNGAF1A0129,P0000000128,P0000000129,ABCN,Triangular,Multi-grounded,71,ACSR,336.4,MCM,26-Jul,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29408479,124.6402144,F1
195,DXTUNGAF1C0130,P0000000129,P0000000130,ABCN,Triangular,Multi-grounded,35,ACSR,336.4,MCM,26-Jul,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29418135,124.639501,F1
196,DXTUNGAF1C0130-16,P0000000130,P0000000130-16,ABCN,Triangular,Multi-grounded,1168,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29422426,124.6390235,F1
197,DXTUNGAF1C0130-20,P0000000130-16,P0000000130-20,ABCN,Triangular,Multi-grounded,221,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29431546,124.6384925,F1
198,DXTUNGAF1C0130-25,P0000000130-20,P0000000130-25,ABCN,Triangular,Multi-grounded,330,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29442275,124.6377414,F1
199,DXTUNGAF1C0130-31,P0000000130-25,P0000000130-31,ABCN,Triangular,Multi-grounded,391,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29455686,124.6370333,F1
200,DXTUNGAF1C0130-31A,P0000000130-31,P0000000130-31A,ABCN,Triangular,Multi-grounded,2,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.2946856,124.6363521,F1
201,DXTUNGAF1A0130-31-4,P0000000130-31A,P0000000130-31-4,AN,Vertical,Multi-grounded,226,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.29479289,124.635644,F1
202,DXTUNGAF1A0130-31-9,P0000000130-31-4,P0000000130-31-9,AN,Vertical,Multi-grounded,371,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29493237,124.6349304,F1
203,DXTUNGAF1C0130-49,P0000000130-31A,P0000000130-49,ABCN,Triangular,Multi-grounded,1233,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29506111,124.6342492,F1
204,DXTUNGAF1A0130-53,P0000000130-49,P0000000130-53,ABCN,Triangular,Multi-grounded,292,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29517913,124.6334821,F1
205,DXTUNGAF1A0130-53-8,P0000000130-53,P0000000130-53-8,CN,Vertical,Multi-grounded,516,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29534006,124.6327794,F1
206,DXTUNGAF1A0130-53-20,P0000000130-53-8,P0000000130-53-20,CN,Vertical,Multi-grounded,829,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.2954849,124.6323234,F1
207,DXTUNGAF1A0130-53-20F,P0000000130-53-20,P0000000130-53-20F,CN,Vertical,Multi-grounded,473,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.2960428,124.6318084,F1
208,DXTUNGAF1A0130-53-24,P0000000130-53-20,P0000000130-53-24,CN,Vertical,Multi-grounded,263,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29661679,124.6313524,F1
209,DXTUNGAF1A0130-53-38,P0000000130-53-24,P0000000130-53-38,CN,Vertical,Multi-grounded,933,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29724443,124.6308267,F1
210,DXTUNGAF1A0130-53-44,P0000000130-53-38,P0000000130-53-44,CN,Vertical,Multi-grounded,436,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29779697,124.6303976,F1
211,DXTUNGAF1A0130-56,P0000000130-53,P0000000130-56,ABCN,Triangular,Multi-grounded,178,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.2983495,124.6299416,F1
212,DXTUNGAF1A0130-56-4,P0000000130-56,P0000000130-56-4,BN,Vertical,Multi-grounded,280,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29877329,124.6295607,F1
213,DXTUNGAF1A0130-56-12,P0000000130-56-4,P0000000130-56-12,BN,Vertical,Multi-grounded,584,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.29903615,124.62874,F1
214,DXTUNGAF1C0130-62,P0000000130-56,P0000000130-62,ABCN,Triangular,Multi-grounded,304,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29919708,124.6280533,F1
215,DXTUNGAF1C0130-63,P0000000130-62,P0000000130-63,ABCN,Triangular,Multi-grounded,59,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.2993741,124.6273452,F1
216,DXTUNGAF1C0130-70,P0000000130-63,P0000000130-70,ABCN,Triangular,Multi-grounded,503,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29955649,124.6266532,F1
217,DXTUNGAF1A0130-88,P0000000130-70,P0000000130-88,ABCN,Triangular,Multi-grounded,1210,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.29974425,124.6259665,F1
218,DXTUNGAF1A0130-88A,P0000000130-88,P0000000130-88A,ABCN,Triangular,Multi-grounded,2,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.30000711,124.6252853,F1
219,DXTUNGAF1A0130-88-18,P0000000130-88A,P0000000130-88A-18,BN,Vertical,Multi-grounded,1354,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30030751,124.6246201,F1
220,DXTUNGAF1C0130-98,P0000000130-88A,P0000000130-98,ABCN,Triangular,Multi-grounded,590,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.30059183,124.6239763,F1
221,DXTUNGAF1C0130-98A,P0000000130-98,P0000000130-98A,ABCN,Triangular,Multi-grounded,70,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.30083859,124.6234292,F1
222,DXTUNGAF1C0130-117,P0000000130-98,P0000000130-117,ABCN,Triangular,Multi-grounded,1082,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.48,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.30134821,124.6229035,F1
223,DXTUNGAF1C0132,P0000000130,P0000000132,ABCN,Triangular,Multi-grounded,110,ACSR,336.4,MCM,26-Jul,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.30183637,124.6223509,F1
224,DXTUNGAF1A0132-3,P0000000132,P0000000132-3,CN,Vertical,Multi-grounded,210,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.3023299,124.6217769,F1
225,DXTUNGAF1A0132-3B,P0000000132-3,P0000000132-3B,CN,Vertical,Multi-grounded,140,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30278051,124.6212512,F1
226,DXTUNGAF1A0132-3D,P0000000132-3B,P0000000132-3D,CN,Vertical,Multi-grounded,140,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30310774,124.6208167,F1
227,DXTUNGAF1A0132-3D1,P0000000132-3D,P0000000132-3D1,CN,Vertical,Multi-grounded,70,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30349934,124.6200389,F1
228,DXTUNGAF1A0132-3E,P0000000132-3D,P0000000132-3E,CN,Vertical,Multi-grounded,70,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.30390704,124.6193039,F1
229,DXTUNGAF1A0132-3G,P0000000132-3E,P0000000132-3G,CN,Vertical,Multi-grounded,70,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.30427718,124.6186066,F1
230,DXTUNGAF1A0132-3H,P0000000132-3G,P0000000132-3H,CN,Vertical,Multi-grounded,70,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30460441,124.6179682,F1
231,DXTUNGAF1A0132-3H1,P0000000132-3H,P0000000132-3H1,CN,Vertical,Multi-grounded,70,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30485654,124.6172547,F1
232,DXTUNGAF1A0132-3I,P0000000132-3H,P0000000132-3I,CN,Vertical,Multi-grounded,70,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30491555,124.6165305,F1
233,DXTUNGAF1A0132-5,P0000000132-3,P0000000132-5,CN,Vertical,Multi-grounded,200,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.30504966,124.6158385,F1
234,DXTUNGAF1A0132-9,P0000000132-5,P0000000132-9,CN,Vertical,Multi-grounded,214,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30517304,124.6151036,F1
235,DXTUNGAF1A0132-14,P0000000132-9,P0000000132-14,CN,Vertical,Multi-grounded,247,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.07,0,0,0,7.62195122,0,0,6.554878049,100,11.30529642,124.6143901,F1
236,DXTUNGAF1C0134,P0000000132,P0000000134,ABCN,Triangular,Multi-grounded,141,ACSR,336.4,MCM,26-Jul,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.30540907,124.6137089,F1
237,DXTUNGAF1A0134-2,P0000000134,P0000000134-2,AN,Vertical,Multi-grounded,140,ACSR,2,AWG,06-Jan,ACSR,2,AWG,06-Jan,0,0,0,1.067073171,0,0,0,7.62195122,0,0,6.554878049,100,11.30552709,124.6130168,F1
238,DXTUNGAF1C00136,P0000000134,P0000000136,ABCN,Triangular,Multi-grounded,117,ACSR,336.4,MCM,26-Jul,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.30563974,124.6123248,F1
239,DXTUNGAF1C00137,P0000000136,P0000000137,ABCN,Triangular,Multi-grounded,28,ACSR,2/0,AWG,06-Jan,ACSR,2,AWG,06-Jan,1.382606235,1.382606235,2.61,1.475161008,1.15,1.475161008,0,8.69,9.15,8.69,8,100,11.3057524,124.6116436,F1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30584896,124.6109623,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3059777,124.6102327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30611181,124.6095032,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30622447,124.6087468,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3062942,124.6080333,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30606353,124.6073413,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3058275,124.6066707,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30559683,124.6059948,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30533934,124.6052599,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30512476,124.6045732,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30488873,124.6038812,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30465806,124.6032107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30444348,124.6025401,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30421281,124.601832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30409479,124.6011347,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30407333,124.6003675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30385339,124.599638,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30351543,124.5989943,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30316138,124.5983022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30309165,124.5975727,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30301118,124.5970738,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30252302,124.5963979,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30227625,124.5959258,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30245864,124.5952177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30265176,124.5945472,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3029629,124.5942199,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30326867,124.593823,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3034296,124.5931202,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30356371,124.5924336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30367637,124.5917523,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30377829,124.5910603,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3039124,124.5903575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30404115,124.5896602,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3041538,124.5889628,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30423427,124.5884854,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30429864,124.5877934,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30437374,124.5870692,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30445957,124.5863825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30450785,124.5858943,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30459905,124.5852023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30471706,124.5844406,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30481899,124.5837379,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30526424,124.5831585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25375509,124.7465962,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25317037,124.7469717,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25257492,124.7473633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25197947,124.7477281,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25129819,124.7481734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25069201,124.7485274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25010192,124.7488976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24951184,124.749257,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24890566,124.7496164,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24829948,124.7499973,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24766111,124.7503835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24707639,124.750759,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24647558,124.7511184,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24580503,124.7515368,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24516666,124.7519338,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24457657,124.7522879,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24398649,124.7526526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24351442,124.7531462,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24310672,124.7537363,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24264538,124.754262,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24201775,124.7548199,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24144375,124.7551793,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24088049,124.7556353,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24033868,124.756102,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23979688,124.7565149,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23923361,124.7569603,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23871326,124.7573894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23809099,124.7578883,
