Count,Bus ID,Bus Description,Nominal Voltage (kV),feeder,post_id
985,S0100-0006-0002,Secondary Line,0.24,F1,25
986,S0100-0006-0003,Secondary Line,0.24,F1,26
987,S0100-0006-0004,Secondary Line,0.24,F1,27
988,S0100-0006-006a,Secondary Line,0.24,F1,28
989,S0100-0006-0007,Secondary Line,0.24,F1,29
990,S0100-0006-0005,Secondary Line,0.24,F1,30
991,S0100-0006-0008,Secondary Line,0.24,F1,31
992,S0100-0006-0009,Secondary Line,0.24,F1,32
993,S0100-0006-0010,Secondary Line,0.24,F1,33
994,S0100-0006-0011,Secondary Line,0.24,F1,34
995,S0100-0006-006b,Secondary Line,0.24,F1,35
996,S0100-0016-0001,Secondary Line,0.24,F1,36
997,S0100-0016-003a,Secondary Line,0.24,F1,37
998,S0100-0016-0002,Secondary Line,0.24,F1,38
999,S0100-0016-004a,Secondary Line,0.24,F1,39
1000,S0100-0016-0003,Secondary Line,0.24,F1,40
1001,S0100-0016-0004,Secondary Line,0.24,F1,41
1002,S0100-0016-0007,Secondary Line,0.24,F1,42
1003,S0100-0016-0005,Secondary Line,0.24,F1,43
1004,S0100-0016-0008,Secondary Line,0.24,F1,44
1005,S0100-0016-0009,Secondary Line,0.24,F1,45
1006,S0100-0016-0010,Secondary Line,0.24,F1,46
1007,S0100-0016-010a,Secondary Line,0.24,F1,47
1008,S0100-0016-0011,Secondary Line,0.24,F1,48
1009,S0100-0016-003b,Secondary Line,0.24,F1,49
1010,S0100-0016-003c,Secondary Line,0.24,F1,50
1011,S0100-0016-003d,Secondary Line,0.24,F1,51
1012,S0100-0016-003e,Secondary Line,0.24,F1,52
1013,S0100-0028-0001,Secondary Line,0.24,F1,53
1014,S0100-0028-0002,Secondary Line,0.24,F1,54
1015,S0100-0028-0003,Secondary Line,0.24,F1,55
1016,S0100-0028-0004,Secondary Line,0.24,F1,56
1017,S0100-0028-0005,Secondary Line,0.24,F1,57
1018,S0100-0028-0006,Secondary Line,0.24,F1,58
1019,S0100-0028-0009,Secondary Line,0.24,F1,59
1020,S0100-0028-0007,Secondary Line,0.24,F1,60
1021,S0100-0028-0010,Secondary Line,0.24,F1,61
1022,S0100-0028-010a,Secondary Line,0.24,F1,62
1023,S0100-0028-0011,Secondary Line,0.24,F1,63
1024,S0100-0028-0012,Secondary Line,0.24,F1,64
1025,S0100-0028-012A,Secondary Line,0.24,F1,65
1026,S0100-0028-010b,Secondary Line,0.24,F1,66
1027,S0100-0028-010c,Secondary Line,0.24,F1,67
1028,S0100-0028-012B,Secondary Line,0.24,F1,68
1029,S0100-0028-012C,Secondary Line,0.24,F1,69
1030,S0100-0028-012D,Secondary Line,0.24,F1,70
1031,S0100-0028-012E,Secondary Line,0.24,F1,71
1032,S0100-0042-001a,Secondary Line,0.24,F1,72
1033,S0100-0042-0001,Secondary Line,0.24,F1,73
1034,S0100-0042-003a,Secondary Line,0.24,F1,74
1035,S0100-0042-0002,Secondary Line,0.24,F1,75
1036,S0100-0042-0003,Secondary Line,0.24,F1,76
1037,S0100-0042-0004,Secondary Line,0.24,F1,77
1038,S0100-0042-0005,Secondary Line,0.24,F1,78
1039,S0100-0042-0008,Secondary Line,0.24,F1,79
1040,S0100-0042-0006,Secondary Line,0.24,F1,80
1041,S0100-0042-008a,Secondary Line,0.24,F1,81
1042,S0100-0042-008A,Secondary Line,0.24,F1,82
1043,S0100-0042-0009,Secondary Line,0.24,F1,83
1044,S0100-0042-0010,Secondary Line,0.24,F1,84
1045,S0100-0042-010a,Secondary Line,0.24,F1,85
1046,S0100-0042-0011,Secondary Line,0.24,F1,86
1047,S0100-0042-0012,Secondary Line,0.24,F1,87
1048,S0100-0042-0013,Secondary Line,0.24,F1,88
1049,S0100-0042-0014,Secondary Line,0.24,F1,89
1050,S0100-0042-0015,Secondary Line,0.24,F1,90
1051,S0100-0042-0016,Secondary Line,0.24,F1,91
1052,S0100-0042-0017,Secondary Line,0.24,F1,92
1053,S0100-0042-008B,Secondary Line,0.24,F1,93
1054,S0100-0042-008C,Secondary Line,0.24,F1,94
1055,S0100-0042-008D,Secondary Line,0.24,F1,95
1056,S0100-0042-008E,Secondary Line,0.24,F1,96
1057,S0100-0042-008F,Secondary Line,0.24,F1,97
1058,S0100-0042-010b,Secondary Line,0.24,F1,98
1059,S0100-0042-010c,Secondary Line,0.24,F1,99
1060,S0100-0042-010d,Secondary Line,0.24,F1,100
1061,S0100-0042-010e,Secondary Line,0.24,F1,101
1062,S0100-0042-010f,Secondary Line,0.24,F1,102
1063,S0100-0042-010g,Secondary Line,0.24,F1,103
1064,S0100-0042-010h,Secondary Line,0.24,F1,104
1065,S0100-0042-010i,Secondary Line,0.24,F1,105
1066,S0100-0058-0001,Secondary Line,0.24,F1,106
1067,S0100-0058-0002,Secondary Line,0.24,F1,107
1068,S0100-0058-0003,Secondary Line,0.24,F1,108
1069,S0100-0058-005A,Secondary Line,0.24,F1,109
1070,S0100-0058-0006,Secondary Line,0.24,F1,110
1071,S0100-0058-0004,Secondary Line,0.24,F1,111
1072,S0100-0058-0007,Secondary Line,0.24,F1,112
1073,S0100-0058-0008,Secondary Line,0.24,F1,113
1074,S0100-0058-0009,Secondary Line,0.24,F1,114
1075,S0100-0058-005B,Secondary Line,0.24,F1,115
1076,S0100-0058-005C,Secondary Line,0.24,F1,116
1077,S0100-0066-0001,Secondary Line,0.24,F1,117
1078,S0100-0066-0002,Secondary Line,0.24,F1,118
1079,S0100-0066-0003,Secondary Line,0.24,F1,119
1080,S0100-0066-0006,Secondary Line,0.24,F1,120
1081,S0100-0066-0004,Secondary Line,0.24,F1,121
1082,S0100-0066-0007,Secondary Line,0.24,F1,122
1083,S0100-0066-0008,Secondary Line,0.24,F1,123
1084,S0100-0066-0009,Secondary Line,0.24,F1,124
1085,S0100-0074-0001,Secondary Line,0.24,F1,125
1086,S0100-0074-003A,Secondary Line,0.24,F1,126
1087,S0100-0074-0002,Secondary Line,0.24,F1,127
1088,S0100-0074-0003,Secondary Line,0.24,F1,128
1089,S0100-0074-0006,Secondary Line,0.24,F1,129
1090,S0100-0074-0004,Secondary Line,0.24,F1,130
1091,S0100-0074-0007,Secondary Line,0.24,F1,131
1092,S0100-0074-0008,Secondary Line,0.24,F1,132
1093,S0100-0074-008a,Secondary Line,0.24,F1,133
1094,S0100-0074-0009,Secondary Line,0.24,F1,134
1095,S0100-0074-003B,Secondary Line,0.24,F1,135
1096,S0100-0074-003C,Secondary Line,0.24,F1,136
1097,S0100-0074-003D,Secondary Line,0.24,F1,137
1098,S0100-0074-003E,Secondary Line,0.24,F1,138
1099,S0100-0074-008b,Secondary Line,0.24,F1,139
1100,S0100-0079-0002,Secondary Line,0.24,F1,140
1101,S0100-0079-002a,Secondary Line,0.24,F1,141
1102,S0100-0079-0003,Secondary Line,0.24,F1,142
1103,S0100-0079-0004,Secondary Line,0.24,F1,143
1104,S0100-0079-0005,Secondary Line,0.24,F1,144
1105,S0100-0079-0006,Secondary Line,0.24,F1,145
1106,S0100-0079-0007,Secondary Line,0.24,F1,146
1107,S0100-0079-0008,Secondary Line,0.24,F1,147
1108,S0100-0079-0009,Secondary Line,0.24,F1,148
1109,S0100-0079-0010,Secondary Line,0.24,F1,149
1110,S0100-0079-0011,Secondary Line,0.24,F1,150
1111,S0100-0079-0012,Secondary Line,0.24,F1,151
1112,S0100-0079-0013,Secondary Line,0.24,F1,152
1113,S0100-0079-0014,Secondary Line,0.24,F1,153
1114,S0100-0079-0015,Secondary Line,0.24,F1,154
1115,S0100-0079-0016,Secondary Line,0.24,F1,155
1116,S0100-0085-0002,Secondary Line,0.24,F1,156
1117,S0100-0085-0003,Secondary Line,0.24,F1,157
1118,S0100-0085-0004,Secondary Line,0.24,F1,158
1119,S0100-0085-0005,Secondary Line,0.24,F1,159
1120,S0100-0085-0006,Secondary Line,0.24,F1,160
1121,S0100-0085-006A,Secondary Line,0.24,F1,161
1122,S0100-0085-0007,Secondary Line,0.24,F1,162
1123,S0100-0085-007a,Secondary Line,0.24,F1,163
1124,S0100-0085-0008,Secondary Line,0.24,F1,164
1125,S0100-0085-0009,Secondary Line,0.24,F1,165
1126,S0100-0085-009a,Secondary Line,0.24,F1,166
1127,S0100-0085-0010,Secondary Line,0.24,F1,167
1128,S0100-0085-0011,Secondary Line,0.24,F1,168
1129,S0100-0085-006B,Secondary Line,0.24,F1,169
1130,S0100-0085-006C,Secondary Line,0.24,F1,170
1131,S0100-0085-006D,Secondary Line,0.24,F1,171
1132,S0100-0085-006E,Secondary Line,0.24,F1,172
1133,S0100-0085-009b,Secondary Line,0.24,F1,173
1134,S0100-013m-0001,Secondary Line,0.24,F1,174
1135,S0100-013m-003a,Secondary Line,0.24,F1,175
1136,S0100-013m-0002,Secondary Line,0.24,F1,176
1137,S0100-013m-0003,Secondary Line,0.24,F1,177
1138,S0100-013m-0004,Secondary Line,0.24,F1,178
1139,S0100-013m-0005,Secondary Line,0.24,F1,179
1140,S0100-013m-0006,Secondary Line,0.24,F1,180
1141,S0100-013m-0007,Secondary Line,0.24,F1,181
1142,S0100-013m-0010,Secondary Line,0.24,F1,182
1143,S0100-013m-0008,Secondary Line,0.24,F1,183
1144,S0100-013m-0011,Secondary Line,0.24,F1,184
1145,S0100-013m-0012,Secondary Line,0.24,F1,185
1146,S0100-013m-0013,Secondary Line,0.24,F1,186
1147,S0100-013m-0014,Secondary Line,0.24,F1,187
1148,S0100-013m-0015,Secondary Line,0.24,F1,188
1149,S0100-013m-0016,Secondary Line,0.24,F1,189
1150,S0100-013m-016a,Secondary Line,0.24,F1,190
1151,S0100-013m-0017,Secondary Line,0.24,F1,191
1152,S0100-013m-0018,Secondary Line,0.24,F1,192
1153,S0100-013m-0019,Secondary Line,0.24,F1,193
1154,S0100-013m-0020,Secondary Line,0.24,F1,194
1155,S0100-013m-0021,Secondary Line,0.24,F1,195
1156,S0100-013m-0022,Secondary Line,0.24,F1,196
1157,S0100-013m-0023,Secondary Line,0.24,F1,197
1158,S0100-013m-003b,Secondary Line,0.24,F1,198
1159,S0100-013m-003c,Secondary Line,0.24,F1,199
1160,S0100-013m-003d,Secondary Line,0.24,F1,200
1161,S0100-013m-016b,Secondary Line,0.24,F1,201
1162,S0100-013m-016c,Secondary Line,0.24,F1,202
1163,S0100-013m-016d,Secondary Line,0.24,F1,203
1164,S0100-013m-016e,Secondary Line,0.24,F1,204
1165,S0100-013m-016f,Secondary Line,0.24,F1,205
1166,S0100-013m-016g,Secondary Line,0.24,F1,206
1167,S0100-013m-016h,Secondary Line,0.24,F1,207
1168,S0100-030i-0001,Secondary Line,0.24,F1,208
1169,S0100-030i-0002,Secondary Line,0.24,F1,209
1170,S0100-030i-0003,Secondary Line,0.24,F1,210
1171,S0100-030i-0004,Secondary Line,0.24,F1,211
1172,S0100-030i-0007,Secondary Line,0.24,F1,212
1173,S0100-030i-0005,Secondary Line,0.24,F1,213
1174,S0100-030i-007a,Secondary Line,0.24,F1,214
1175,S0100-030i-0008,Secondary Line,0.24,F1,215
1176,S0100-030i-0009,Secondary Line,0.24,F1,216
1177,S0100-030i-0010,Secondary Line,0.24,F1,217
1178,S0100-030i-0011,Secondary Line,0.24,F1,218
1179,S0100-030i-0012,Secondary Line,0.24,F1,219
1180,S0100-030i-0013,Secondary Line,0.24,F1,220
1181,S0100-030i-0014,Secondary Line,0.24,F1,221
1182,S0100-030i-0015,Secondary Line,0.24,F1,222
1183,S0100-030i-0016,Secondary Line,0.24,F1,223
1184,S0100-030i-0017,Secondary Line,0.24,F1,224
1185,S0100-030i-007b,Secondary Line,0.24,F1,225
1186,S0100-039h-0001,Secondary Line,0.24,F1,226
1187,S0100-039h-0002,Secondary Line,0.24,F1,227
1188,S0100-039h-0003,Secondary Line,0.24,F1,228
1189,S0100-039h-0004,Secondary Line,0.24,F1,229
1190,S0100-039h-0005,Secondary Line,0.24,F1,230
1191,S0100-039h-0006,Secondary Line,0.24,F1,231
1192,S0100-039h-0007,Secondary Line,0.24,F1,232
1193,S0100-039h-0010,Secondary Line,0.24,F1,233
1194,S0100-039h-0008,Secondary Line,0.24,F1,234
1195,S0100-039h-0011,Secondary Line,0.24,F1,235
1196,S0100-039h-0012,Secondary Line,0.24,F1,236
1197,S0100-039h-0013,Secondary Line,0.24,F1,237
1198,S0100-039h-0014,Secondary Line,0.24,F1,238
1199,S0100-039h-0015,Secondary Line,0.24,F1,239
1200,S0100-039h-0016,Secondary Line,0.24,F1,240
1201,S0100-039h-0017,Secondary Line,0.24,F1,1
1202,S0100-039h-0018,Secondary Line,0.24,F1,2
1203,S0100-039h-0019,Secondary Line,0.24,F1,3
1204,S0100-039h-0020,Secondary Line,0.24,F1,4
1205,S0100-039h-0021,Secondary Line,0.24,F1,5
1206,S0100-039h-0022,Secondary Line,0.24,F1,6
1207,S0100-039X-0002,Secondary Line,0.24,F1,7
1208,S0100-039X-0003,Secondary Line,0.24,F1,8
1209,S0100-039X-0004,Secondary Line,0.24,F1,9
1210,S0100-039X-004a,Secondary Line,0.24,F1,10
1211,S0100-039X-0005,Secondary Line,0.24,F1,11
1212,S0100-039X-0006,Secondary Line,0.24,F1,12
1213,S0100-039X-006A,Secondary Line,0.24,F1,13
1214,S0100-039X-0007,Secondary Line,0.24,F1,14
1215,S0100-039X-004b,Secondary Line,0.24,F1,15
1216,S0100-039X-004c,Secondary Line,0.24,F1,16
1217,S0100-039X-004d,Secondary Line,0.24,F1,17
1218,S0100-039X-006B,Secondary Line,0.24,F1,18
1219,S0100-072M-0001,Secondary Line,0.24,F1,19
1220,S0100-072M-0002,Secondary Line,0.24,F1,20
1221,S0100-072M-0005,Secondary Line,0.24,F1,21
1222,S0100-072M-0003,Secondary Line,0.24,F1,22
1223,S0100-072M-0006,Secondary Line,0.24,F1,23
1224,S0100-072M-0007,Secondary Line,0.24,F1,24
1225,S0100-072M-0008,Secondary Line,0.24,F1,25
1226,S0100-072M-008A,Secondary Line,0.24,F1,26
1227,S0100-072M-0009,Secondary Line,0.24,F1,27
1228,S0100-072M-0010,Secondary Line,0.24,F1,28
1229,S0100-072M-0011,Secondary Line,0.24,F1,29
1230,S0100-072M-0012,Secondary Line,0.24,F1,30
1231,S0100-072M-008B,Secondary Line,0.24,F1,31
1232,S0100-072M-008C,Secondary Line,0.24,F1,32
1233,S0100-072M-008D,Secondary Line,0.24,F1,33
1234,S0100-072Y-0001,Secondary Line,0.24,F1,34
1235,S0100-072Y-0002,Secondary Line,0.24,F1,35
1236,S0100-072Y-0003,Secondary Line,0.24,F1,36
1237,S0100-072Y-0006,Secondary Line,0.24,F1,37
1238,S0100-072Y-0004,Secondary Line,0.24,F1,38
1239,S0100-072Y-0007,Secondary Line,0.24,F1,39
1240,S0100-072Y-0008,Secondary Line,0.24,F1,40
1241,S0100-072Y-0009,Secondary Line,0.24,F1,41
1242,S0100-072Y-0010,Secondary Line,0.24,F1,42
1243,S0100-072Y-0011,Secondary Line,0.24,F1,43
1244,S0100-072Y-0012,Secondary Line,0.24,F1,44
1245,S0100-072Y-0013,Secondary Line,0.24,F1,45
1246,S0100-072Y-0014,Secondary Line,0.24,F1,46
1247,S0100-072Y-0015,Secondary Line,0.24,F1,47
1248,S0100-072Y-0016,Secondary Line,0.24,F1,48
1249,S0100-072Y-0017,Secondary Line,0.24,F1,49
1250,S0100-072Y-0018,Secondary Line,0.24,F1,50
1251,S0100-072Y-0019,Secondary Line,0.24,F1,51
1252,S0100-072Y-0020,Secondary Line,0.24,F1,52
1253,S0100-072Y-0021,Secondary Line,0.24,F1,53
1254,S0100-072Y-0022,Secondary Line,0.24,F1,54
1255,S0100-072Y-0023,Secondary Line,0.24,F1,55
1256,S0100-072Y-0024,Secondary Line,0.24,F1,56
1257,S0100-072Y-0025,Secondary Line,0.24,F1,57
1258,S0100-072Y-0026,Secondary Line,0.24,F1,58
1259,S0100-072Y-0027,Secondary Line,0.24,F1,59
1260,S0100-13ar-0001,Secondary Line,0.24,F1,60
1261,S0100-13ar-0002,Secondary Line,0.24,F1,61
1262,S0100-13ar-0003,Secondary Line,0.24,F1,62
1263,S0100-13ar-005A,Secondary Line,0.24,F1,63
1264,S0100-13ar-0006,Secondary Line,0.24,F1,64
1265,S0100-13ar-0004,Secondary Line,0.24,F1,65
1266,S0100-13ar-0007,Secondary Line,0.24,F1,66
1267,S0100-13ar-0008,Secondary Line,0.24,F1,67
1268,S0100-13ar-0009,Secondary Line,0.24,F1,68
1269,S0100-13ar-0010,Secondary Line,0.24,F1,69
1270,S0100-13ar-0011,Secondary Line,0.24,F1,70
1271,S0100-13ar-011A,Secondary Line,0.24,F1,71
1272,S0100-13ar-0012,Secondary Line,0.24,F1,72
1273,S0100-13ar-005B,Secondary Line,0.24,F1,73
1274,S0100-13ar-011B,Secondary Line,0.24,F1,74
1275,S0100-13bj-0001,Secondary Line,0.24,F1,75
1276,S0100-13bj-003a,Secondary Line,0.24,F1,76
1277,S0100-13bj-0002,Secondary Line,0.24,F1,77
1278,S0100-13bj-0003,Secondary Line,0.24,F1,78
1279,S0100-13bj-0004,Secondary Line,0.24,F1,79
1280,S0100-13bj-006a,Secondary Line,0.24,F1,80
1281,S0100-13bj-0007,Secondary Line,0.24,F1,81
1282,S0100-13bj-0005,Secondary Line,0.24,F1,82
1283,S0100-13bj-0008,Secondary Line,0.24,F1,83
1284,S0100-13bj-0009,Secondary Line,0.24,F1,84
1285,S0100-13bj-009A,Secondary Line,0.24,F1,85
1286,S0100-13bj-0010,Secondary Line,0.24,F1,86
1287,S0100-13bj-0011,Secondary Line,0.24,F1,87
1288,S0100-13bj-0012,Secondary Line,0.24,F1,88
1289,S0100-13bj-0013,Secondary Line,0.24,F1,89
1290,S0100-13bj-0014,Secondary Line,0.24,F1,90
1291,S0100-13bj-0015,Secondary Line,0.24,F1,91
1292,S0100-13bj-0016,Secondary Line,0.24,F1,92
1293,S0100-13bj-0017,Secondary Line,0.24,F1,93
1294,S0100-13bj-003b,Secondary Line,0.24,F1,94
1295,S0100-13bj-003c,Secondary Line,0.24,F1,95
1296,S0100-13bj-009B,Secondary Line,0.24,F1,96
1297,S100-13ag6-0001,Secondary Line,0.24,F1,97
1298,S100-13ag6-0002,Secondary Line,0.24,F1,98
1299,S100-13ag6-0003,Secondary Line,0.24,F1,99
1300,S100-13ag6-0004,Secondary Line,0.24,F1,100
1301,S100-13ag6-0005,Secondary Line,0.24,F1,101
1302,S100-13ag6-007A,Secondary Line,0.24,F1,102
1303,S100-13ag6-0006,Secondary Line,0.24,F1,103
1304,S100-13ag6-0007,Secondary Line,0.24,F1,104
1305,S100-13ag6-0008,Secondary Line,0.24,F1,105
1306,S100-13ag6-0009,Secondary Line,0.24,F1,106
1307,S100-13ag6-0010,Secondary Line,0.24,F1,107
1308,S100-13ag6-012A,Secondary Line,0.24,F1,108
1309,S100-13ag6-0011,Secondary Line,0.24,F1,109
1310,S100-13ag6-0014,Secondary Line,0.24,F1,110
1311,S100-13ag6-0012,Secondary Line,0.24,F1,111
1312,S100-13ag6-014A,Secondary Line,0.24,F1,112
1313,S100-13ag6-0015,Secondary Line,0.24,F1,113
1314,S100-13ag6-0016,Secondary Line,0.24,F1,114
1315,S100-13ag6-007B,Secondary Line,0.24,F1,115
1316,S100-13ag6-007C,Secondary Line,0.24,F1,116
1317,S100-13ag6-007D,Secondary Line,0.24,F1,117
1318,S100-13ag6-007E,Secondary Line,0.24,F1,118
1319,S100-13ag6-007F,Secondary Line,0.24,F1,119
1320,S100-13ag6-007G,Secondary Line,0.24,F1,120
1321,S100-13ag6-012B,Secondary Line,0.24,F1,121
1322,S100-13ag6-014B,Secondary Line,0.24,F1,122
1323,S100-13ag6-014C,Secondary Line,0.24,F1,123
1324,S100-13ag6-014D,Secondary Line,0.24,F1,124
1325,S100-13ag6-014E,Secondary Line,0.24,F1,125
1326,S100-13ax15-001,Secondary Line,0.24,F1,126
1327,S100-13ax15-002,Secondary Line,0.24,F1,127
1328,S100-13ax15-003,Secondary Line,0.24,F1,128
1329,S100-13ax15-004,Secondary Line,0.24,F1,129
1330,S100-13ax15-005,Secondary Line,0.24,F1,130
1331,S100-13ax15-006,Secondary Line,0.24,F1,131
1332,S100-13ax15-007,Secondary Line,0.24,F1,132
1333,S100-13ax15-008,Secondary Line,0.24,F1,133
1334,S100-13ax15-009,Secondary Line,0.24,F1,134
1335,S100-13ax15-010,Secondary Line,0.24,F1,135
1336,S100-13ax15-011,Secondary Line,0.24,F1,136
1337,S100-13ax15-012,Secondary Line,0.24,F1,137
1338,S100-13ax15-013,Secondary Line,0.24,F1,138
1339,S100-55-04-0001,Secondary Line,0.24,F1,139
1340,S100-55-04-0004,Secondary Line,0.24,F1,140
1341,S100-55-04-0002,Secondary Line,0.24,F1,141
1342,S100-55-04-0005,Secondary Line,0.24,F1,142
1343,S100-55-04-0006,Secondary Line,0.24,F1,143
1344,S100-55-04-006A,Secondary Line,0.24,F1,144
1345,S100-55-04-0007,Secondary Line,0.24,F1,145
1346,S100-55-04-0008,Secondary Line,0.24,F1,146
1347,S100-55-04-0009,Secondary Line,0.24,F1,147
1348,S100-55-04-006B,Secondary Line,0.24,F1,148
1349,S100-71-03-0002,Secondary Line,0.24,F1,149
1350,S100-71-03-0003,Secondary Line,0.24,F1,150
1351,S100-71-03-0004,Secondary Line,0.24,F1,151
1352,S100-71-03-0005,Secondary Line,0.24,F1,152
1353,S100-71-03-005a,Secondary Line,0.24,F1,153
1354,S100-71-03-0006,Secondary Line,0.24,F1,154
1355,S100-72Q12-0001,Secondary Line,0.24,F1,155
1356,S100-72Q12-0002,Secondary Line,0.24,F1,156
1357,S100-72Q12-0003,Secondary Line,0.24,F1,157
1358,S100-72Q12-0006,Secondary Line,0.24,F1,158
1359,S100-72Q12-0004,Secondary Line,0.24,F1,159
1360,S100-72Q12-0007,Secondary Line,0.24,F1,160
1361,S100-72Q12-007A,Secondary Line,0.24,F1,161
1362,S100-72Q12-0008,Secondary Line,0.24,F1,162
1363,S100-72Q12-0009,Secondary Line,0.24,F1,163
1364,S100-72Q12-0010,Secondary Line,0.24,F1,164
1365,S100-72Q12-0011,Secondary Line,0.24,F1,165
1366,S100-72Q12-0012,Secondary Line,0.24,F1,166
1367,S100-72Q12-012A,Secondary Line,0.24,F1,167
1368,S100-72Q12-0013,Secondary Line,0.24,F1,168
1369,S100-72Q12-007B,Secondary Line,0.24,F1,169
1370,S100-72Q8c-0001,Secondary Line,0.24,F1,170
1371,S100-72Q8c-0002,Secondary Line,0.24,F1,171
1372,S100-72Q8c-0005,Secondary Line,0.24,F1,172
1373,S100-72Q8c-0003,Secondary Line,0.24,F1,173
1374,S100-72Q8c-0006,Secondary Line,0.24,F1,174
1375,S100-72Q8c-0007,Secondary Line,0.24,F1,175
1376,S100-72Q8c-0008,Secondary Line,0.24,F1,176
1377,S100-72Q8c-0009,Secondary Line,0.24,F1,177
1378,S100-72Q8c-0010,Secondary Line,0.24,F1,178
1379,S100-72Q8c-0011,Secondary Line,0.24,F1,179
1380,S100-72Q8c-0012,Secondary Line,0.24,F1,180
1381,S100-72Q8c-0013,Secondary Line,0.24,F1,181
1382,S100-72Q8c-0014,Secondary Line,0.24,F1,182
1383,S100-72Q8c-0015,Secondary Line,0.24,F1,183
1384,S000102-0000001,Secondary Line,0.24,F1,184
1385,S0106-0001-0001,Secondary Line,0.24,F1,185
1386,S0106-0002-0003,Secondary Line,0.24,F1,186
1387,S000106-0000004,Secondary Line,0.24,F1,187
1388,S000106-0000001,Secondary Line,0.24,F1,188
1389,S000106-000001A,Secondary Line,0.24,F1,189
1390,S000106-0000002,Secondary Line,0.24,F1,190
1391,S000106-000004A,Secondary Line,0.24,F1,191
1392,S000106-0000005,Secondary Line,0.24,F1,192
1393,S000106-0000003,Secondary Line,0.24,F1,193
1394,S000106-0000006,Secondary Line,0.24,F1,194
1395,S000106-0000007,Secondary Line,0.24,F1,195
1396,S000106-0000008,Secondary Line,0.24,F1,196
1397,S000106-000004B,Secondary Line,0.24,F1,197
1398,S000106-00004Ba,Secondary Line,0.24,F1,198
1399,S000106-00004BA,Secondary Line,0.24,F1,199
1400,S000106-00004Bb,Secondary Line,0.24,F1,200
1401,S000106-00004BB,Secondary Line,0.24,F1,201
1402,S000106-00004Bc,Secondary Line,0.24,F1,202
1403,S000106-00004BC,Secondary Line,0.24,F1,203
1404,S000106-00004BD,Secondary Line,0.24,F1,204
1405,S0106-0002-0001,Secondary Line,0.24,F1,205
1406,S0106-0002-003A,Secondary Line,0.24,F1,206
1407,S0106-0002-003a,Secondary Line,0.24,F1,207
1408,S0106-0002-0004,Secondary Line,0.24,F1,208
1409,S0106-0002-0002,Secondary Line,0.24,F1,209
1410,S0106-0002-0005,Secondary Line,0.24,F1,210
1411,S0106-0002-0006,Secondary Line,0.24,F1,211
1412,S0106-0002-006A,Secondary Line,0.24,F1,212
1413,S0106-0002-0007,Secondary Line,0.24,F1,213
1414,S0106-0002-0008,Secondary Line,0.24,F1,214
1415,S0106-0002-003B,Secondary Line,0.24,F1,215
1416,S0106-0002-006B,Secondary Line,0.24,F1,216
1417,S0106-0002-006C,Secondary Line,0.24,F1,217
1418,S0108-0024-0001,Secondary Line,0.24,F1,218
1419,S0108-0004-0005,Secondary Line,0.24,F1,219
1420,S0108-0005-0001,Secondary Line,0.24,F1,220
1421,S0108-0007-0001,Secondary Line,0.24,F1,221
1422,S0108-0008-0001,Secondary Line,0.24,F1,222
1423,S0108-0010-0005,Secondary Line,0.24,F1,223
1424,S0108-0011-0001,Secondary Line,0.24,F1,224
1425,S0108-012b-0003,Secondary Line,0.24,F1,225
1426,S0108-012f-0003,Secondary Line,0.24,F1,226
1427,S0108-012h-0001,Secondary Line,0.24,F1,227
1428,S0108-0018-0001,Secondary Line,0.24,F1,228
1429,S0108-0019-0001,Secondary Line,0.24,F1,229
1430,S0108-0020-0003,Secondary Line,0.24,F1,230
1431,S0108-020C-0004,Secondary Line,0.24,F1,231
1432,S0108-020O-0012,Secondary Line,0.24,F1,232
1433,S0108-021b-0001,Secondary Line,0.24,F1,233
1434,S0108-024A-0001,Secondary Line,0.24,F1,234
1435,S0108-004b-0002,Secondary Line,0.24,F1,235
1436,S0108-0004-0001,Secondary Line,0.24,F1,236
1437,S0108-0004-0002,Secondary Line,0.24,F1,237
1438,S0108-0004-0003,Secondary Line,0.24,F1,238
1439,S0108-0004-0006,Secondary Line,0.24,F1,239
1440,S0108-0004-0004,Secondary Line,0.24,F1,240
1441,S0108-0004-0007,Secondary Line,0.24,F1,1
1442,S0108-0010-0001,Secondary Line,0.24,F1,2
1443,S0108-0010-0002,Secondary Line,0.24,F1,3
1444,S0108-0010-0003,Secondary Line,0.24,F1,4
1445,S0108-0010-005a,Secondary Line,0.24,F1,5
1446,S0108-0010-0006,Secondary Line,0.24,F1,6
1447,S0108-0010-0004,Secondary Line,0.24,F1,7
1448,S0108-0010-0007,Secondary Line,0.24,F1,8
1449,S0108-0010-0008,Secondary Line,0.24,F1,9
1450,S0108-0010-0009,Secondary Line,0.24,F1,10
1451,S0108-0010-0010,Secondary Line,0.24,F1,11
1452,S0108-0010-0011,Secondary Line,0.24,F1,12
1453,S0108-0010-0012,Secondary Line,0.24,F1,13
1454,S0108-0010-0013,Secondary Line,0.24,F1,14
1455,S0108-0020-0001,Secondary Line,0.24,F1,15
1456,S0108-0020-0004,Secondary Line,0.24,F1,16
1457,S0108-0020-0002,Secondary Line,0.24,F1,17
1458,S0108-0020-004a,Secondary Line,0.24,F1,18
1459,S0108-0020-0005,Secondary Line,0.24,F1,19
1460,S0108-0020-0006,Secondary Line,0.24,F1,20
1461,S0108-0020-0007,Secondary Line,0.24,F1,21
1462,S0108-0020-004b,Secondary Line,0.24,F1,22
