Count,Secondary Distribution Line ID,From Bus ID,To  Bus ID,Phasing,Installation Type,Length         (meters),Conductor Type,Conductor Size,Unit (C) 
619,UBA0616,S0100-0042-0007,S0100-0042-0008,CN,1,67,ACSR,2,AWG
620,UBA0617,S0100-0042-0007,S0100-0042-0006,CN,1,49,ACSR,2,AWG
621,OSA0618,S0100-0042-0008,S0100-0042-008a,CN,2,66,ACSR,2,AWG
622,OSA0619,S0100-0042-0008,S0100-0042-008A,CN,2,41,ACSR,2,AWG
623,UBA0620,S0100-0042-0008,S0100-0042-0009,CN,1,66,ACSR,2,AWG
624,UBA0621,S0100-0042-0009,S0100-0042-0010,CN,1,56,ACSR,2,AWG
625,OSA0622,S0100-0042-0010,S0100-0042-010a,CN,2,63,ACSR,2,AWG
626,UBA0623,S0100-0042-0010,S0100-0042-0011,CN,1,84,ACSR,2,AWG
627,UBA0624,S0100-0042-0011,S0100-0042-0012,CN,1,63,ACSR,2,AWG
628,UBA0625,S0100-0042-0012,S0100-0042-0013,CN,1,77,ACSR,2,AWG
629,UBA0626,S0100-0042-0013,S0100-0042-0014,CN,1,63,ACSR,2,AWG
630,UBA0627,S0100-0042-0014,S0100-0042-0015,CN,1,56,ACSR,2,AWG
631,UBA0628,S0100-0042-0015,S0100-0042-0016,CN,1,79,ACSR,2,AWG
632,UBA0629,S0100-0042-0016,S0100-0042-0017,CN,1,94,ACSR,2,AWG
633,OSA0630,S0100-0042-008A,S0100-0042-008B,CN,2,59,ACSR,2,AWG
634,OSA0631,S0100-0042-008B,S0100-0042-008C,CN,2,48,ACSR,2,AWG
635,OSA0632,S0100-0042-008C,S0100-0042-008D,CN,2,70,ACSR,2,AWG
636,OSA0633,S0100-0042-008D,S0100-0042-008E,CN,2,48,ACSR,2,AWG
637,OSA0634,S0100-0042-008E,S0100-0042-008F,CN,2,64,ACSR,2,AWG
638,OSA0635,S0100-0042-010a,S0100-0042-010b,CN,2,66,ACSR,2,AWG
639,OSA0636,S0100-0042-010b,S0100-0042-010c,CN,2,56,ACSR,2,AWG
640,OSA0637,S0100-0042-010c,S0100-0042-010d,CN,2,63,ACSR,2,AWG
641,OSA0638,S0100-0042-010d,S0100-0042-010e,CN,2,84,ACSR,2,AWG
642,OSA0639,S0100-0042-010e,S0100-0042-010f,CN,2,63,ACSR,2,AWG
643,OSA0640,S0100-0042-010f,S0100-0042-010g,CN,2,77,ACSR,2,AWG
644,OSA0641,S0100-0042-010g,S0100-0042-010h,CN,2,63,ACSR,2,AWG
645,OSA0642,S0100-0042-010h,S0100-0042-010i,CN,2,56,ACSR,2,AWG
646,UBA0643,S0100-0058-0002,S0100-0058-0001,CN,1,61,ACSR,2,AWG
647,UBA0644,S0100-0058-0003,S0100-0058-0002,CN,1,106,ACSR,2,AWG
648,UBA0645,S0100-0058-0004,S0100-0058-0003,CN,1,48,ACSR,2,AWG
649,OSA0646,S0100-0058-0005,S0100-0058-005A,CN,2,28,ACSR,2,AWG
650,UBA0647,S0100-0058-0005,S0100-0058-0006,CN,1,63,ACSR,2,AWG
651,UBA0648,S0100-0058-0005,S0100-0058-0004,CN,1,28,ACSR,2,AWG
652,UBA0649,S0100-0058-0006,S0100-0058-0007,CN,1,58,ACSR,2,AWG
653,UBA0650,S0100-0058-0007,S0100-0058-0008,CN,1,54,ACSR,2,AWG
654,UBA0651,S0100-0058-0008,S0100-0058-0009,CN,1,59,ACSR,2,AWG
655,OSA0652,S0100-0058-005A,S0100-0058-005B,CN,2,72,ACSR,2,AWG
656,OSA0653,S0100-0058-005B,S0100-0058-005C,CN,2,68,ACSR,2,AWG
657,UBA0654,S0100-0066-0002,S0100-0066-0001,CN,1,71,ACSR,2,AWG
658,UBA0655,S0100-0066-0003,S0100-0066-0002,CN,1,72,ACSR,2,AWG
659,UBA0656,S0100-0066-0004,S0100-0066-0003,CN,1,68,ACSR,2,AWG
660,UBA0657,S0100-0066-0005,S0100-0066-0006,CN,1,77,ACSR,2,AWG
661,UBA0658,S0100-0066-0005,S0100-0066-0004,CN,1,63,ACSR,2,AWG
662,UBA0659,S0100-0066-0006,S0100-0066-0007,CN,1,83,ACSR,2,AWG
663,UBA0660,S0100-0066-0007,S0100-0066-0008,CN,1,69,ACSR,2,AWG
664,UBA0661,S0100-0066-0008,S0100-0066-0009,CN,1,57,ACSR,2,AWG
665,UBA0662,S0100-0074-0002,S0100-0074-0001,CN,1,56,ACSR,2,AWG
666,OSA0663,S0100-0074-0003,S0100-0074-003A,CN,2,69,ACSR,2,AWG
667,UBA0664,S0100-0074-0003,S0100-0074-0002,CN,1,73,ACSR,2,AWG
668,UBA0665,S0100-0074-0004,S0100-0074-0003,CN,1,75,ACSR,2,AWG
669,UBA0666,S0100-0074-0005,S0100-0074-0006,CN,1,54,ACSR,2,AWG
670,UBA0667,S0100-0074-0005,S0100-0074-0004,CN,1,39,ACSR,2,AWG
671,UBA0668,S0100-0074-0006,S0100-0074-0007,CN,1,77,ACSR,2,AWG
672,UBA0669,S0100-0074-0007,S0100-0074-0008,CN,1,79,ACSR,2,AWG
673,OSA0670,S0100-0074-0008,S0100-0074-008a,CN,2,73,ACSR,2,AWG
674,UBA0671,S0100-0074-0008,S0100-0074-0009,CN,1,54,ACSR,2,AWG
675,OSA0672,S0100-0074-003A,S0100-0074-003B,CN,2,73,ACSR,2,AWG
676,OSA0673,S0100-0074-003B,S0100-0074-003C,CN,2,58,ACSR,2,AWG
677,OSA0674,S0100-0074-003C,S0100-0074-003D,CN,2,95,ACSR,2,AWG
678,OSA0675,S0100-0074-003D,S0100-0074-003E,CN,2,71,ACSR,2,AWG
679,OSA0676,S0100-0074-008a,S0100-0074-008b,CN,2,66,ACSR,2,AWG
680,UBA0677,S0100-0079-0001,S0100-0079-0002,CN,1,88,ACSR,2,AWG
681,OSA0678,S0100-0079-0002,S0100-0079-002a,CN,2,85,ACSR,2,AWG
682,UBA0679,S0100-0079-0002,S0100-0079-0003,CN,1,55,ACSR,2,AWG
683,UBA0680,S0100-0079-0003,S0100-0079-0004,CN,1,66,ACSR,2,AWG
684,UBA0681,S0100-0079-0004,S0100-0079-0005,CN,1,85,ACSR,2,AWG
685,UBA0682,S0100-0079-0005,S0100-0079-0006,CN,1,87,ACSR,2,AWG
686,UBA0683,S0100-0079-0006,S0100-0079-0007,CN,1,66,ACSR,2,AWG
687,UBA0684,S0100-0079-0007,S0100-0079-0008,CN,1,70,ACSR,2,AWG
688,UBA0685,S0100-0079-0008,S0100-0079-0009,CN,1,95,ACSR,2,AWG
689,UBA0686,S0100-0079-0009,S0100-0079-0010,CN,1,48,ACSR,2,AWG
690,UBA0687,S0100-0079-0010,S0100-0079-0011,CN,1,53,ACSR,2,AWG
691,UBA0688,S0100-0079-0011,S0100-0079-0012,CN,1,70,ACSR,2,AWG
692,UBA0689,S0100-0079-0012,S0100-0079-0013,CN,1,51,ACSR,2,AWG
693,UBA0690,S0100-0079-0013,S0100-0079-0014,CN,1,49,ACSR,2,AWG
694,UBA0691,S0100-0079-0014,S0100-0079-0015,CN,1,69,ACSR,2,AWG
695,UBA0692,S0100-0079-0015,S0100-0079-0016,CN,1,57,ACSR,2,AWG
696,UBA0693,S0100-0085-0001,S0100-0085-0002,CN,1,56,ACSR,2,AWG
697,UBA0694,S0100-0085-0002,S0100-0085-0003,CN,1,69,ACSR,2,AWG
698,UBA0695,S0100-0085-0003,S0100-0085-0004,CN,1,73,ACSR,2,AWG
699,UBA0696,S0100-0085-0004,S0100-0085-0005,CN,1,75,ACSR,2,AWG
700,UBA0697,S0100-0085-0005,S0100-0085-0006,CN,1,54,ACSR,2,AWG
701,OSA0698,S0100-0085-0006,S0100-0085-006A,CN,2,39,ACSR,2,AWG
702,UBA0699,S0100-0085-0006,S0100-0085-0007,CN,1,77,ACSR,2,AWG
703,OSA0700,S0100-0085-0007,S0100-0085-007a,CN,2,79,ACSR,2,AWG
704,UBA0701,S0100-0085-0007,S0100-0085-0008,CN,1,73,ACSR,2,AWG
705,UBA0702,S0100-0085-0008,S0100-0085-0009,CN,1,54,ACSR,2,AWG
706,OSA0703,S0100-0085-0009,S0100-0085-009a,CN,2,73,ACSR,2,AWG
707,UBA0704,S0100-0085-0009,S0100-0085-0010,CN,1,58,ACSR,2,AWG
708,UBA0705,S0100-0085-0010,S0100-0085-0011,CN,1,95,ACSR,2,AWG
709,OSA0706,S0100-0085-006A,S0100-0085-006B,CN,2,71,ACSR,2,AWG
710,OSA0707,S0100-0085-006B,S0100-0085-006C,CN,2,66,ACSR,2,AWG
711,OSA0708,S0100-0085-006C,S0100-0085-006D,CN,2,88,ACSR,2,AWG
712,OSA0709,S0100-0085-006D,S0100-0085-006E,CN,2,85,ACSR,2,AWG
713,OSA0710,S0100-0085-009a,S0100-0085-009b,CN,2,55,ACSR,2,AWG
714,UBA0711,S0100-013m-0002,S0100-013m-0001,CN,1,63,ACSR,2,AWG
715,OSA0712,S0100-013m-0003,S0100-013m-003a,CN,2,107,ACSR,2,AWG
716,UBA0713,S0100-013m-0003,S0100-013m-0002,CN,1,66,ACSR,2,AWG
717,UBA0714,S0100-013m-0004,S0100-013m-0003,CN,1,64,ACSR,2,AWG
718,UBA0715,S0100-013m-0005,S0100-013m-0004,CN,1,65,ACSR,2,AWG
719,UBA0716,S0100-013m-0006,S0100-013m-0005,CN,1,62,ACSR,2,AWG
720,UBA0717,S0100-013m-0007,S0100-013m-0006,CN,1,69,ACSR,2,AWG
721,UBA0718,S0100-013m-0008,S0100-013m-0007,CN,1,58,ACSR,2,AWG
722,UBA0719,S0100-013m-0009,S0100-013m-0010,CN,1,86,ACSR,2,AWG
723,UBA0720,S0100-013m-0009,S0100-013m-0008,CN,1,55,ACSR,2,AWG
724,UBA0721,S0100-013m-0010,S0100-013m-0011,CN,1,83,ACSR,2,AWG
725,UBA0722,S0100-013m-0011,S0100-013m-0012,CN,1,94,ACSR,2,AWG
726,UBA0723,S0100-013m-0012,S0100-013m-0013,CN,1,109,ACSR,2,AWG
727,UBA0724,S0100-013m-0013,S0100-013m-0014,CN,1,87,ACSR,2,AWG
728,UBA0725,S0100-013m-0014,S0100-013m-0015,CN,1,77,ACSR,2,AWG
729,UBA0726,S0100-013m-0015,S0100-013m-0016,CN,1,90,ACSR,2,AWG
730,OSA0727,S0100-013m-0016,S0100-013m-016a,CN,2,61,ACSR,2,AWG
731,UBA0728,S0100-013m-0016,S0100-013m-0017,CN,1,95,ACSR,2,AWG
732,UBA0729,S0100-013m-0017,S0100-013m-0018,CN,1,84,ACSR,2,AWG
733,UBA0730,S0100-013m-0018,S0100-013m-0019,CN,1,116,ACSR,2,AWG
734,UBA0731,S0100-013m-0019,S0100-013m-0020,CN,1,72,ACSR,2,AWG
735,UBA0732,S0100-013m-0020,S0100-013m-0021,CN,1,87,ACSR,2,AWG
736,UBA0733,S0100-013m-0021,S0100-013m-0022,CN,1,102,ACSR,2,AWG
737,UBA0734,S0100-013m-0022,S0100-013m-0023,CN,1,77,ACSR,2,AWG
738,OSA0735,S0100-013m-003a,S0100-013m-003b,CN,2,78,ACSR,2,AWG
739,OSA0736,S0100-013m-003b,S0100-013m-003c,CN,2,150,ACSR,2,AWG
740,OSA0737,S0100-013m-003c,S0100-013m-003d,CN,2,60,ACSR,2,AWG
741,OSA0738,S0100-013m-016a,S0100-013m-016b,CN,2,60,ACSR,2,AWG
742,OSA0739,S0100-013m-016b,S0100-013m-016c,CN,2,81,ACSR,2,AWG
743,OSA0740,S0100-013m-016c,S0100-013m-016d,CN,2,89,ACSR,2,AWG
744,OSA0741,S0100-013m-016d,S0100-013m-016e,CN,2,100,ACSR,2,AWG
745,OSA0742,S0100-013m-016e,S0100-013m-016f,CN,2,105,ACSR,2,AWG
746,OSA0743,S0100-013m-016f,S0100-013m-016g,CN,2,97,ACSR,2,AWG
747,OSA0744,S0100-013m-016g,S0100-013m-016h,CN,2,116,ACSR,2,AWG
748,UBA0745,S0100-030i-0002,S0100-030i-0001,CN,1,77,ACSR,2,AWG
749,UBA0746,S0100-030i-0003,S0100-030i-0002,CN,1,90,ACSR,2,AWG
750,UBA0747,S0100-030i-0004,S0100-030i-0003,CN,1,83,ACSR,2,AWG
751,UBA0748,S0100-030i-0005,S0100-030i-0004,CN,1,116,ACSR,2,AWG
752,UBA0749,S0100-030i-0006,S0100-030i-0007,CN,1,56,ACSR,2,AWG
753,UBA0750,S0100-030i-0006,S0100-030i-0005,CN,1,89,ACSR,2,AWG
754,OSA0751,S0100-030i-0007,S0100-030i-007a,CN,2,36,ACSR,2,AWG
755,UBA0752,S0100-030i-0007,S0100-030i-0008,CN,1,89,ACSR,2,AWG
756,UBA0753,S0100-030i-0008,S0100-030i-0009,CN,1,93,ACSR,2,AWG
757,UBA0754,S0100-030i-0009,S0100-030i-0010,CN,1,77,ACSR,2,AWG
758,UBA0755,S0100-030i-0010,S0100-030i-0011,CN,1,82,ACSR,2,AWG
759,UBA0756,S0100-030i-0011,S0100-030i-0012,CN,1,74,ACSR,2,AWG
760,UBA0757,S0100-030i-0012,S0100-030i-0013,CN,1,111,ACSR,2,AWG
761,UBA0758,S0100-030i-0013,S0100-030i-0014,CN,1,102,ACSR,2,AWG
762,UBA0759,S0100-030i-0014,S0100-030i-0015,CN,1,88,ACSR,2,AWG
763,UBA0760,S0100-030i-0015,S0100-030i-0016,CN,1,119,ACSR,2,AWG
764,UBA0761,S0100-030i-0016,S0100-030i-0017,CN,1,99,ACSR,2,AWG
765,OSA0762,S0100-030i-007a,S0100-030i-007b,CN,2,45,ACSR,2,AWG
766,UBA0763,S0100-039h-0002,S0100-039h-0001,CN,1,40,ACSR,2,AWG
767,UBA0764,S0100-039h-0003,S0100-039h-0002,CN,1,85,ACSR,2,AWG
768,UBA0765,S0100-039h-0004,S0100-039h-0003,CN,1,77,ACSR,2,AWG
769,UBA0766,S0100-039h-0005,S0100-039h-0004,CN,1,62,ACSR,2,AWG
770,UBA0767,S0100-039h-0006,S0100-039h-0005,CN,1,90,ACSR,2,AWG
771,UBA0768,S0100-039h-0007,S0100-039h-0006,CN,1,103,ACSR,2,AWG
772,UBA0769,S0100-039h-0008,S0100-039h-0007,CN,1,81,ACSR,2,AWG
773,UBA0770,S0100-039h-0009,S0100-039h-0010,CN,1,80,ACSR,2,AWG
774,UBA0771,S0100-039h-0009,S0100-039h-0008,CN,1,77,ACSR,2,AWG
775,UBA0772,S0100-039h-0010,S0100-039h-0011,CN,1,95,ACSR,2,AWG
776,UBA0773,S0100-039h-0011,S0100-039h-0012,CN,1,74,ACSR,2,AWG
777,UBA0774,S0100-039h-0012,S0100-039h-0013,CN,1,42,ACSR,2,AWG
778,UBA0775,S0100-039h-0013,S0100-039h-0014,CN,1,74,ACSR,2,AWG
779,UBA0776,S0100-039h-0014,S0100-039h-0015,CN,1,77,ACSR,2,AWG
780,UBA0777,S0100-039h-0015,S0100-039h-0016,CN,1,91,ACSR,2,AWG
781,UBA0778,S0100-039h-0016,S0100-039h-0017,CN,1,92,ACSR,2,AWG
782,UBA0779,S0100-039h-0017,S0100-039h-0018,CN,1,78,ACSR,2,AWG
783,UBA0780,S0100-039h-0018,S0100-039h-0019,CN,1,95,ACSR,2,AWG
784,UBA0781,S0100-039h-0019,S0100-039h-0020,CN,1,93,ACSR,2,AWG
785,UBA0782,S0100-039h-0020,S0100-039h-0021,CN,1,92,ACSR,2,AWG
786,UBA0783,S0100-039h-0021,S0100-039h-0022,CN,1,105,ACSR,2,AWG
787,UBA0784,S0100-039X-0001,S0100-039X-0002,CN,1,45,ACSR,2,AWG
788,UBA0785,S0100-039X-0002,S0100-039X-0003,CN,1,53,ACSR,2,AWG
789,UBA0786,S0100-039X-0003,S0100-039X-0004,CN,1,50,ACSR,2,AWG
790,OSA0787,S0100-039X-0004,S0100-039X-004a,CN,2,47,ACSR,2,AWG
791,UBA0788,S0100-039X-0004,S0100-039X-0005,CN,1,54,ACSR,2,AWG
792,UBA0789,S0100-039X-0005,S0100-039X-0006,CN,1,58,ACSR,2,AWG
793,OSA0790,S0100-039X-0006,S0100-039X-006A,CN,2,80,ACSR,2,AWG
794,UBA0791,S0100-039X-0006,S0100-039X-0007,CN,1,69,ACSR,2,AWG
795,OSA0792,S0100-039X-004a,S0100-039X-004b,CN,2,51,ACSR,2,AWG
796,OSA0793,S0100-039X-004b,S0100-039X-004c,CN,2,47,ACSR,2,AWG
797,OSA0794,S0100-039X-004c,S0100-039X-004d,CN,2,56,ACSR,2,AWG
798,OSA0795,S0100-039X-006A,S0100-039X-006B,CN,2,69,ACSR,2,AWG
799,UBA0796,S0100-072M-0002,S0100-072M-0001,CN,1,64,ACSR,2,AWG
800,UBA0797,S0100-072M-0003,S0100-072M-0002,CN,1,64,ACSR,2,AWG
801,UBA0798,S0100-072M-0004,S0100-072M-0005,CN,1,73,ACSR,2,AWG
802,UBA0799,S0100-072M-0004,S0100-072M-0003,CN,1,47,ACSR,2,AWG
803,UBA0800,S0100-072M-0005,S0100-072M-0006,CN,1,121,ACSR,2,AWG
804,UBA0801,S0100-072M-0006,S0100-072M-0007,CN,1,161,ACSR,2,AWG
805,UBA0802,S0100-072M-0007,S0100-072M-0008,CN,1,48,ACSR,2,AWG
806,OSA0803,S0100-072M-0008,S0100-072M-008A,CN,2,54,ACSR,2,AWG
807,UBA0804,S0100-072M-0008,S0100-072M-0009,CN,1,105,ACSR,2,AWG
808,UBA0805,S0100-072M-0009,S0100-072M-0010,CN,1,54,ACSR,2,AWG
809,UBA0806,S0100-072M-0010,S0100-072M-0011,CN,1,49,ACSR,2,AWG
810,UBA0807,S0100-072M-0011,S0100-072M-0012,CN,1,130,ACSR,2,AWG
811,OSA0808,S0100-072M-008A,S0100-072M-008B,CN,2,34,ACSR,2,AWG
812,OSA0809,S0100-072M-008B,S0100-072M-008C,CN,2,99,ACSR,2,AWG
813,OSA0810,S0100-072M-008C,S0100-072M-008D,CN,2,48,ACSR,2,AWG
814,UBA0811,S0100-072Y-0002,S0100-072Y-0001,CN,1,149,ACSR,2,AWG
815,UBA0812,S0100-072Y-0003,S0100-072Y-0002,CN,1,134,ACSR,2,AWG
816,UBA0813,S0100-072Y-0004,S0100-072Y-0003,CN,1,34,ACSR,2,AWG
817,UBA0814,S0100-072Y-0005,S0100-072Y-0006,CN,1,99,ACSR,2,AWG
818,UBA0815,S0100-072Y-0005,S0100-072Y-0004,CN,1,48,ACSR,2,AWG
819,UBA0816,S0100-072Y-0006,S0100-072Y-0007,CN,1,64,ACSR,2,AWG
820,UBA0817,S0100-072Y-0007,S0100-072Y-0008,CN,1,117,ACSR,2,AWG
821,UBA0818,S0100-072Y-0008,S0100-072Y-0009,CN,1,141,ACSR,2,AWG
822,UBA0819,S0100-072Y-0009,S0100-072Y-0010,CN,1,87,ACSR,2,AWG
823,UBA0820,S0100-072Y-0010,S0100-072Y-0011,CN,1,66,ACSR,2,AWG
824,UBA0821,S0100-072Y-0011,S0100-072Y-0012,CN,1,161,ACSR,2,AWG
825,UBA0822,S0100-072Y-0012,S0100-072Y-0013,CN,1,62,ACSR,2,AWG
826,UBA0823,S0100-072Y-0013,S0100-072Y-0014,CN,1,59,ACSR,2,AWG
827,UBA0824,S0100-072Y-0014,S0100-072Y-0015,CN,1,109,ACSR,2,AWG
828,UBA0825,S0100-072Y-0015,S0100-072Y-0016,CN,1,73,ACSR,2,AWG
829,UBA0826,S0100-072Y-0016,S0100-072Y-0017,CN,1,80,ACSR,2,AWG
830,UBA0827,S0100-072Y-0017,S0100-072Y-0018,CN,1,95,ACSR,2,AWG
831,UBA0828,S0100-072Y-0018,S0100-072Y-0019,CN,1,86,ACSR,2,AWG
832,UBA0829,S0100-072Y-0019,S0100-072Y-0020,CN,1,75,ACSR,2,AWG
833,UBA0830,S0100-072Y-0020,S0100-072Y-0021,CN,1,92,ACSR,2,AWG
834,UBA0831,S0100-072Y-0021,S0100-072Y-0022,CN,1,98,ACSR,2,AWG
835,UBA0832,S0100-072Y-0022,S0100-072Y-0023,CN,1,77,ACSR,2,AWG
836,UBA0833,S0100-072Y-0023,S0100-072Y-0024,CN,1,85,ACSR,2,AWG
837,UBA0834,S0100-072Y-0024,S0100-072Y-0025,CN,1,78,ACSR,2,AWG
838,UBA0835,S0100-072Y-0025,S0100-072Y-0026,CN,1,80,ACSR,2,AWG
839,UBA0836,S0100-072Y-0026,S0100-072Y-0027,CN,1,68,ACSR,2,AWG
840,UBA0837,S0100-13ar-0002,S0100-13ar-0001,CN,1,72,ACSR,2,AWG
841,UBA0838,S0100-13ar-0003,S0100-13ar-0002,CN,1,57,ACSR,2,AWG
842,UBA0839,S0100-13ar-0004,S0100-13ar-0003,CN,1,71,ACSR,2,AWG
843,OSA0840,S0100-13ar-0005,S0100-13ar-005A,CN,2,74,ACSR,2,AWG
844,UBA0841,S0100-13ar-0005,S0100-13ar-0006,CN,1,69,ACSR,2,AWG
845,UBA0842,S0100-13ar-0005,S0100-13ar-0004,CN,1,65,ACSR,2,AWG
846,UBA0843,S0100-13ar-0006,S0100-13ar-0007,CN,1,71,ACSR,2,AWG
847,UBA0844,S0100-13ar-0007,S0100-13ar-0008,CN,1,56,ACSR,2,AWG
848,UBA0845,S0100-13ar-0008,S0100-13ar-0009,CN,1,59,ACSR,2,AWG
849,UBA0846,S0100-13ar-0009,S0100-13ar-0010,CN,1,92,ACSR,2,AWG
850,UBA0847,S0100-13ar-0010,S0100-13ar-0011,CN,1,82,ACSR,2,AWG
851,OSA0848,S0100-13ar-0011,S0100-13ar-011A,CN,2,49,ACSR,2,AWG
852,UBA0849,S0100-13ar-0011,S0100-13ar-0012,CN,1,72,ACSR,2,AWG
853,OSA0850,S0100-13ar-005A,S0100-13ar-005B,CN,2,59,ACSR,2,AWG
854,OSA0851,S0100-13ar-011A,S0100-13ar-011B,CN,2,91,ACSR,2,AWG
855,UBA0852,S0100-13bj-0002,S0100-13bj-0001,CN,1,124,ACSR,2,AWG
856,OSA0853,S0100-13bj-0003,S0100-13bj-003a,CN,2,84,ACSR,2,AWG
857,UBA0854,S0100-13bj-0003,S0100-13bj-0002,CN,1,109,ACSR,2,AWG
858,UBA0855,S0100-13bj-0004,S0100-13bj-0003,CN,1,117,ACSR,2,AWG
859,UBA0856,S0100-13bj-0005,S0100-13bj-0004,CN,1,94,ACSR,2,AWG
860,OSA0857,S0100-13bj-0006,S0100-13bj-006a,CN,2,53,ACSR,2,AWG
861,UBA0858,S0100-13bj-0006,S0100-13bj-0007,CN,1,116,ACSR,2,AWG
862,UBA0859,S0100-13bj-0006,S0100-13bj-0005,CN,1,80,ACSR,2,AWG
863,UBA0860,S0100-13bj-0007,S0100-13bj-0008,CN,1,135,ACSR,2,AWG
864,UBA0861,S0100-13bj-0008,S0100-13bj-0009,CN,1,126,ACSR,2,AWG
865,OSA0862,S0100-13bj-0009,S0100-13bj-009A,CN,2,121,ACSR,2,AWG
866,UBA0863,S0100-13bj-0009,S0100-13bj-0010,CN,1,70,ACSR,2,AWG
867,UBA0864,S0100-13bj-0010,S0100-13bj-0011,CN,1,119,ACSR,2,AWG
868,UBA0865,S0100-13bj-0011,S0100-13bj-0012,CN,1,71,ACSR,2,AWG
869,UBA0866,S0100-13bj-0012,S0100-13bj-0013,CN,1,76,ACSR,2,AWG
870,UBA0867,S0100-13bj-0013,S0100-13bj-0014,CN,1,72,ACSR,2,AWG
871,UBA0868,S0100-13bj-0014,S0100-13bj-0015,CN,1,92,ACSR,2,AWG
872,UBA0869,S0100-13bj-0015,S0100-13bj-0016,CN,1,81,ACSR,2,AWG
873,UBA0870,S0100-13bj-0016,S0100-13bj-0017,CN,1,78,ACSR,2,AWG
874,OSA0871,S0100-13bj-003a,S0100-13bj-003b,CN,2,81,ACSR,2,AWG
875,OSA0872,S0100-13bj-003b,S0100-13bj-003c,CN,2,116,ACSR,2,AWG
876,OSA0873,S0100-13bj-009A,S0100-13bj-009B,CN,2,119,ACSR,2,AWG
877,UBA0874,S100-13ag6-0002,S100-13ag6-0001,CN,1,75,ACSR,2,AWG
878,UBA0875,S100-13ag6-0003,S100-13ag6-0002,CN,1,77,ACSR,2,AWG
879,UBA0876,S100-13ag6-0004,S100-13ag6-0003,CN,1,78,ACSR,2,AWG
880,UBA0877,S100-13ag6-0005,S100-13ag6-0004,CN,1,82,ACSR,2,AWG
881,UBA0878,S100-13ag6-0006,S100-13ag6-0005,CN,1,77,ACSR,2,AWG
882,OSA0879,S100-13ag6-0007,S100-13ag6-007A,CN,2,108,ACSR,2,AWG
883,UBA0880,S100-13ag6-0007,S100-13ag6-0006,CN,1,93,ACSR,2,AWG
884,UBA0881,S100-13ag6-0008,S100-13ag6-0007,CN,1,78,ACSR,2,AWG
885,UBA0882,S100-13ag6-0009,S100-13ag6-0008,CN,1,70,ACSR,2,AWG
886,UBA0883,S100-13ag6-0010,S100-13ag6-0009,CN,1,73,ACSR,2,AWG
887,UBA0884,S100-13ag6-0011,S100-13ag6-0010,CN,1,65,ACSR,2,AWG
888,OSA0885,S100-13ag6-0012,S100-13ag6-012A,CN,2,42,ACSR,2,AWG
889,UBA0886,S100-13ag6-0012,S100-13ag6-0011,CN,1,100,ACSR,2,AWG
890,UBA0887,S100-13ag6-0013,S100-13ag6-0014,CN,1,42,ACSR,2,AWG
891,UBA0888,S100-13ag6-0013,S100-13ag6-0012,CN,1,105,ACSR,2,AWG
892,OSA0889,S100-13ag6-0014,S100-13ag6-014A,CN,2,51,ACSR,2,AWG
893,UBA0890,S100-13ag6-0014,S100-13ag6-0015,CN,1,39,ACSR,2,AWG
894,UBA0891,S100-13ag6-0015,S100-13ag6-0016,CN,1,83,ACSR,2,AWG
895,OSA0892,S100-13ag6-007A,S100-13ag6-007B,CN,2,97,ACSR,2,AWG
896,OSA0893,S100-13ag6-007B,S100-13ag6-007C,CN,2,110,ACSR,2,AWG
897,OSA0894,S100-13ag6-007C,S100-13ag6-007D,CN,2,96,ACSR,2,AWG
898,OSA0895,S100-13ag6-007D,S100-13ag6-007E,CN,2,85,ACSR,2,AWG
899,OSA0896,S100-13ag6-007E,S100-13ag6-007F,CN,2,113,ACSR,2,AWG
900,OSA0897,S100-13ag6-007F,S100-13ag6-007G,CN,2,63,ACSR,2,AWG
901,OSA0898,S100-13ag6-012A,S100-13ag6-012B,CN,2,101,ACSR,2,AWG
902,OSA0899,S100-13ag6-014A,S100-13ag6-014B,CN,2,97,ACSR,2,AWG
903,OSA0900,S100-13ag6-014B,S100-13ag6-014C,CN,2,101,ACSR,2,AWG
904,OSA0901,S100-13ag6-014C,S100-13ag6-014D,CN,2,62,ACSR,2,AWG
905,OSA0902,S100-13ag6-014D,S100-13ag6-014E,CN,2,78,ACSR,2,AWG
906,UBA0903,S100-13ax15-002,S100-13ax15-001,CN,1,72,ACSR,2,AWG
907,UBA0904,S100-13ax15-003,S100-13ax15-002,CN,1,78,ACSR,2,AWG
908,UBA0905,S100-13ax15-004,S100-13ax15-003,CN,1,75,ACSR,2,AWG
909,UBA0906,S100-13ax15-005,S100-13ax15-004,CN,1,69,ACSR,2,AWG
910,UBA0907,S100-13ax15-006,S100-13ax15-005,CN,1,80,ACSR,2,AWG
911,UBA0908,S100-13ax15-007,S100-13ax15-006,CN,1,84,ACSR,2,AWG
912,UBA0909,S100-13ax15-008,S100-13ax15-007,CN,1,50,ACSR,2,AWG
913,UBA0910,S100-13ax15-009,S100-13ax15-008,CN,1,56,ACSR,2,AWG
914,UBA0911,S100-13ax15-010,S100-13ax15-009,CN,1,88,ACSR,2,AWG
915,UBA0912,S100-13ax15-011,S100-13ax15-010,CN,1,80,ACSR,2,AWG
916,UBA0913,S100-13ax15-012,S100-13ax15-011,CN,1,91,ACSR,2,AWG
