Count,Secondary Customer Service Drop ID,"From 
Bus ID","To  
Customer ID",Phasing,Installation Type,Length-1         (meters),Length-2         (meters),Conductor Type,"Conductor
Size",Unit (C) 
4892,KSA2020160389,S0100-0079-0003,2020160389,CN,1,0.5,0,CU,10,AWG
4893,KSA2020160390,S0100-0079-0003,2020160390,CN,1,0.5,0,CU,10,AWG
4894,KSA2020160391,S0100-0079-0004,2020160391,CN,1,0.5,0,CU,10,AWG
4895,KSA2020160392,S0100-0079-0014,2020160392,CN,1,0.5,0,CU,10,AWG
4896,KSA2020160393,S0100-0079-0008,2020160393,CN,1,0.5,0,CU,10,AWG
4897,KSA2020160394,S0100-0079-0011,2020160394,CN,1,0.5,0,CU,10,AWG
4898,KSA2020160395,S0100-0079-0014,2020160395,CN,1,0.5,0,CU,10,AWG
4899,KSA2020160396,S0100-0079-0016,2020160396,CN,1,0.5,0,CU,10,AWG
4900,KSA2020160397,S0100-0079-0016,2020160397,CN,1,0.5,0,CU,10,AWG
4901,KSA2020160398,S0100-0079-0014,2020160398,CN,1,0.5,0,CU,10,AWG
4902,KSA2020160399,S0100-0079-0011,2020160399,CN,1,0.5,0,CU,10,AWG
4903,KSA2020160400,S0100-0074-0007,2020160400,CN,1,0.5,0,CU,10,AWG
4904,KSA2020160401,S0100-0074-0007,2020160401,CN,1,0.5,0,CU,10,AWG
4905,KSA2020160403,S0100-0079-0004,2020160403,CN,1,0.5,0,CU,10,AWG
4906,KSA2020160404,S0100-0079-0004,2020160404,CN,1,0.5,0,CU,10,AWG
4907,KSA2020160405,S0100-0079-0013,2020160405,CN,1,0.5,0,CU,10,AWG
4908,KSA2020160406,S0100-0079-0007,2020160406,CN,1,0.5,0,CU,10,AWG
4909,KSA2020160407,S0100-0074-0007,2020160407,CN,1,0.5,0,CU,10,AWG
4910,KSA2020160410,S0100-0074-0006,2020160410,CN,1,0.5,0,CU,10,AWG
4911,KSA2020160415,S0100-0074-0006,2020160415,CN,1,0.5,0,CU,10,AWG
4912,KSA2020160420,S0100-0074-0006,2020160420,CN,1,0.5,0,CU,10,AWG
4913,KSA2020160425,S0100-0074-0006,2020160425,CN,1,0.5,0,CU,10,AWG
4914,KSA2020160430,S0100-0074-0005,2020160430,CN,1,0.5,0,CU,10,AWG
4915,KSA2020160433,S0100-0074-003B,2020160433,CN,1,0.5,0,CU,10,AWG
4916,KSA2020160434,S0100-0074-0003,2020160434,CN,1,0.5,0,CU,10,AWG
4917,KSA2020160435,S0100-0074-0005,2020160435,CN,1,0.5,0,CU,10,AWG
4918,KSA2020160436,S0100-0074-0004,2020160436,CN,1,0.5,0,CU,10,AWG
4919,KSA2020160437,S0100-0074-0005,2020160437,CN,1,0.5,0,CU,10,AWG
4920,KSA2020160438,S0100-0074-0004,2020160438,CN,1,0.5,0,CU,10,AWG
4921,KSA2020160439,S0100-0074-003B,2020160439,CN,1,0.5,0,CU,10,AWG
4922,KSA2020160440,S0100-0074-003B,2020160440,CN,1,0.5,0,CU,10,AWG
4923,KSA2020160441,S0100-0074-003D,2020160441,CN,1,0.5,0,CU,10,AWG
4924,KSA2020160442,S0100-0074-003B,2020160442,CN,1,0.5,0,CU,10,AWG
4925,KSA2020160443,S0100-0074-003D,2020160443,CN,1,0.5,0,CU,10,AWG
4926,KSA2020160444,S0100-0074-003D,2020160444,CN,1,0.5,0,CU,10,AWG
4927,KSA2020160445,S0100-0074-0003,2020160445,CN,1,0.5,0,CU,10,AWG
4928,KSA2020160446,S0100-0074-003D,2020160446,CN,1,0.5,0,CU,10,AWG
4929,KSA2020160447,S0100-0074-003E,2020160447,CN,1,0.5,0,CU,10,AWG
4930,KSA2020160448,S0100-0074-003D,2020160448,CN,1,0.5,0,CU,10,AWG
4931,KSA2020160449,S0100-0074-003D,2020160449,CN,1,0.5,0,CU,10,AWG
4932,KSA2020160450,S0100-0074-0003,2020160450,CN,1,0.5,0,CU,10,AWG
4933,KSA2020160451,S0100-0074-003E,2020160451,CN,1,0.5,0,CU,10,AWG
4934,KSA2020160452,S0100-0074-003E,2020160452,CN,1,0.5,0,CU,10,AWG
4935,KSA2020160453,S0100-0074-0003,2020160453,CN,1,0.5,0,CU,10,AWG
4936,KSA2020160454,S0100-0074-0001,2020160454,CN,1,0.5,0,CU,10,AWG
4937,KSA2020160455,S0100-0074-0001,2020160455,CN,1,0.5,0,CU,10,AWG
4938,KSA2020160456,S0100-0074-0002,2020160456,CN,1,0.5,0,CU,10,AWG
4939,KSA2020160457,S0100-0074-0003,2020160457,CN,1,0.5,0,CU,10,AWG
4940,KSA2020160458,S0100-0074-0002,2020160458,CN,1,0.5,0,CU,10,AWG
4941,KSA2020160460,S0100-0066-0007,2020160460,CN,1,0.5,0,CU,10,AWG
4942,KSA2020160461,S0100-0066-0008,2020160461,CN,1,0.5,0,CU,10,AWG
4943,KSA2020160462,S0100-0066-0008,2020160462,CN,1,0.5,0,CU,10,AWG
4944,KSA2020160463,S0100-0074-0001,2020160463,CN,1,0.5,0,CU,10,AWG
4945,KSA2020160464,S0100-0066-0008,2020160464,CN,1,0.5,0,CU,10,AWG
4946,KSA2020160465,S0100-0074-0001,2020160465,CN,1,0.5,0,CU,10,AWG
4947,KSA2020160466,S0100-0066-0008,2020160466,CN,1,0.5,0,CU,10,AWG
4948,KSA2020160467,S0100-0066-0008,2020160467,CN,1,0.5,0,CU,10,AWG
4949,KSA2020160468,S0100-0066-0008,2020160468,CN,1,0.5,0,CU,10,AWG
4950,KSA2020160469,S0100-0074-0001,2020160469,CN,1,0.5,0,CU,10,AWG
4951,KSA2020160470,S0100-0066-0006,2020160470,CN,1,0.5,0,CU,10,AWG
4952,KSA2020160472,S0100-0066-0006,2020160472,CN,1,0.5,0,CU,10,AWG
4953,KSA2020160473,S0100-0066-0008,2020160473,CN,1,0.5,0,CU,10,AWG
4954,KSA2020160474,S0100-0066-0006,2020160474,CN,1,0.5,0,CU,10,AWG
4955,KSA2020160475,S0100-0066-0006,2020160475,CN,1,0.5,0,CU,10,AWG
4956,KSA2020160477,S0100-0066-0005,2020160477,CN,1,0.5,0,CU,10,AWG
4957,KSA2020160478,S0100-0066-0006,2020160478,CN,1,0.5,0,CU,10,AWG
4958,KSA2020160479,S0100-0066-0006,2020160479,CN,1,0.5,0,CU,10,AWG
4959,KSA2020160480,S0100-0066-0007,2020160480,CN,1,0.5,0,CU,10,AWG
4960,KSA2020160481,S0100-0066-0006,2020160481,CN,1,0.5,0,CU,10,AWG
4961,KSA2020160482,S0100-0066-0006,2020160482,CN,1,0.5,0,CU,10,AWG
4962,KSA2020160484,S0100-0066-0006,2020160484,CN,1,0.5,0,CU,10,AWG
4963,KSA2020160485,S0100-0066-0007,2020160485,CN,1,0.5,0,CU,10,AWG
4964,KSA2020160486,S0100-0074-0002,2020160486,CN,1,0.5,0,CU,10,AWG
4965,KSA2020160487,S0100-0074-0001,2020160487,CN,1,0.5,0,CU,10,AWG
4966,KSA2020160490,S0100-0066-0007,2020160490,CN,1,0.5,0,CU,10,AWG
4967,KSA2020160495,S0100-0066-0008,2020160495,CN,1,0.5,0,CU,10,AWG
4968,KSA2020160500,S0100-0066-0007,2020160500,CN,1,0.5,0,CU,10,AWG
4969,KSA2020160505,S0100-0042-0006,2020160505,CN,1,0.5,0,CU,10,AWG
4970,KSA2020160510,S0100-0066-0008,2020160510,CN,1,0.5,0,CU,10,AWG
4971,KSA2020160515,S0100-0066-0008,2020160515,CN,1,0.5,0,CU,10,AWG
4972,KSA2020160520,S0100-0066-0008,2020160520,CN,1,0.5,0,CU,10,AWG
4973,KSA2020160530,S0100-0066-0005,2020160530,CN,1,0.5,0,CU,10,AWG
4974,KSA2020160534,S0100-0066-0005,2020160534,CN,1,0.5,0,CU,10,AWG
4975,KSA2020160535,S0100-0066-0005,2020160535,CN,1,0.5,0,CU,10,AWG
4976,KSA2020160536,S0100-0066-0005,2020160536,CN,1,0.5,0,CU,10,AWG
4977,KSA2020160537,S0100-0066-0005,2020160537,CN,1,0.5,0,CU,10,AWG
4978,KSA2020160540,S0100-0066-0004,2020160540,CN,1,0.5,0,CU,10,AWG
4979,KSA2020160545,S0100-039h-0017,2020160545,CN,1,0.5,0,CU,10,AWG
4980,KSA2020160550,S0100-0066-0005,2020160550,CN,1,0.5,0,CU,10,AWG
4981,KSA2020160555,S0100-039h-0006,2020160555,CN,1,0.5,0,CU,10,AWG
4982,KSA2020160560,S0100-0066-0005,2020160560,CN,1,0.5,0,CU,10,AWG
4983,KSA2020160565,S0100-0066-0005,2020160565,CN,1,0.5,0,CU,10,AWG
4984,KSA2020160575,S0100-0079-0007,2020160575,CN,1,0.5,0,CU,10,AWG
4985,KSA2020160580,S0100-0066-0004,2020160580,CN,1,0.5,0,CU,10,AWG
4986,KSA2020160581,S0100-0066-0004,2020160581,CN,1,0.5,0,CU,10,AWG
4987,KSA2020160585,S0100-0066-0004,2020160585,CN,1,0.5,0,CU,10,AWG
4988,KSA2020160590,S0100-0066-0004,2020160590,CN,1,0.5,0,CU,10,AWG
4989,KSA2020160595,S0100-0066-0004,2020160595,CN,1,0.5,0,CU,10,AWG
4990,KSA2020160600,S0100-0066-0004,2020160600,CN,1,0.5,0,CU,10,AWG
4991,KSA2020160605,S0100-0066-0004,2020160605,CN,1,0.5,0,CU,10,AWG
4992,KSA2020160610,S0100-0066-0003,2020160610,CN,1,0.5,0,CU,10,AWG
4993,KSA2020160612,S0100-0066-0003,2020160612,CN,1,0.5,0,CU,10,AWG
4994,KSA2020160615,S0100-0066-0003,2020160615,CN,1,0.5,0,CU,10,AWG
4995,KSA2020160616,S0100-0066-0003,2020160616,CN,1,0.5,0,CU,10,AWG
4996,KSA2020160625,S0100-0066-0003,2020160625,CN,1,0.5,0,CU,10,AWG
4997,KSA2020160630,S0100-0066-0003,2020160630,CN,1,0.5,0,CU,10,AWG
4998,KSA2020160635,S0100-0079-0011,2020160635,CN,1,0.5,0,CU,10,AWG
4999,KSA2020160640,S0100-0066-0003,2020160640,CN,1,0.5,0,CU,10,AWG
5000,KSA2020160645,S0100-0066-0003,2020160645,CN,1,0.5,0,CU,10,AWG
5001,KSA2020160650,S0100-0066-0003,2020160650,CN,1,0.5,0,CU,10,AWG
5002,KSA2020160655,S0100-0066-0006,2020160655,CN,1,0.5,0,CU,10,AWG
5003,KSA2020160660,S0100-0066-0002,2020160660,CN,1,0.5,0,CU,10,AWG
5004,KSA2020160665,S0100-0058-0003,2020160665,CN,1,0.5,0,CU,10,AWG
5005,KSA2020160670,S0100-0066-0002,2020160670,CN,1,0.5,0,CU,10,AWG
5006,KSA2020160671,S0100-0066-0002,2020160671,CN,1,0.5,0,CU,10,AWG
5007,KSA2020160672,S0100-0066-0002,2020160672,CN,1,0.5,0,CU,10,AWG
5008,KSA2020160675,S0100-0066-0002,2020160675,CN,1,0.5,0,CU,10,AWG
5009,KSA2020160680,S0100-0066-0002,2020160680,CN,1,0.5,0,CU,10,AWG
5010,KSA2020160681,S0100-0058-0009,2020160681,CN,1,0.5,0,CU,10,AWG
5011,KSA2020160685,S0100-0058-0009,2020160685,CN,1,0.5,0,CU,10,AWG
5012,KSA2020160687,S0100-0058-0009,2020160687,CN,1,0.5,0,CU,10,AWG
5013,KSA2020160690,S0100-0058-0009,2020160690,CN,1,0.5,0,CU,10,AWG
5014,KSA2020160695,S0100-0058-0009,2020160695,CN,1,0.5,0,CU,10,AWG
5015,KSA2020160696,S0100-0058-0008,2020160696,CN,1,0.5,0,CU,10,AWG
5016,KSA2020160697,S0100-0058-0008,2020160697,CN,1,0.5,0,CU,10,AWG
5017,KSA2020160698,S0100-0058-0008,2020160698,CN,1,0.5,0,CU,10,AWG
5018,KSA2020160700,S0100-0058-0008,2020160700,CN,1,0.5,0,CU,10,AWG
5019,KSA2020160705,S0100-0058-0007,2020160705,CN,1,0.5,0,CU,10,AWG
5020,KSA2020160715,S0100-039h-0017,2020160715,CN,1,0.5,0,CU,10,AWG
5021,KSA2020160720,S0100-0058-0007,2020160720,CN,1,0.5,0,CU,10,AWG
5022,KSA2020160725,S0100-0074-0002,2020160725,CN,1,0.5,0,CU,10,AWG
5023,KSA2020160730,S0100-0058-0007,2020160730,CN,1,0.5,0,CU,10,AWG
5024,KSA2020160735,S0100-0074-003D,2020160735,CN,1,0.5,0,CU,10,AWG
5025,KSA2020160740,S0100-0058-0007,2020160740,CN,1,0.5,0,CU,10,AWG
5026,KSA2020160745,S0100-0058-0007,2020160745,CN,1,0.5,0,CU,10,AWG
5027,KSA2020160750,S0100-0058-0007,2020160750,CN,1,0.5,0,CU,10,AWG
5028,KSA2020160755,S0100-0074-003D,2020160755,CN,1,0.5,0,CU,10,AWG
5029,KSA2020160760,S0100-0058-0007,2020160760,CN,1,0.5,0,CU,10,AWG
5030,KSA2020160765,S0100-0074-0001,2020160765,CN,1,0.5,0,CU,10,AWG
5031,KSA2020160770,S0100-0058-0007,2020160770,CN,1,0.5,0,CU,10,AWG
5032,KSA2020160775,S0100-0074-0001,2020160775,CN,1,0.5,0,CU,10,AWG
5033,KSA2020160780,S0100-0058-0007,2020160780,CN,1,0.5,0,CU,10,AWG
5034,KSA2020160784,S0100-0058-005B,2020160784,CN,1,0.5,0,CU,10,AWG
5035,KSA2020160785,S0100-0058-0006,2020160785,CN,1,0.5,0,CU,10,AWG
5036,KSA2020160786,S0100-0058-0006,2020160786,CN,1,0.5,0,CU,10,AWG
5037,KSA2020160787,S0100-0058-0006,2020160787,CN,1,0.5,0,CU,10,AWG
5038,KSA2020160795,S0100-0079-0013,2020160795,CN,1,0.5,0,CU,10,AWG
5039,KSA2020160800,S0100-0058-0006,2020160800,CN,1,0.5,0,CU,10,AWG
5040,KSA2020160805,S0100-0079-0009,2020160805,CN,1,0.5,0,CU,10,AWG
5041,KSA2020160810,S0100-0058-0007,2020160810,CN,1,0.5,0,CU,10,AWG
5042,KSA2020160820,S0100-0058-0006,2020160820,CN,1,0.5,0,CU,10,AWG
5043,KSA2020160822,S0100-0058-005C,2020160822,CN,1,0.5,0,CU,10,AWG
5044,KSA2020160825,S0100-0058-0006,2020160825,CN,1,0.5,0,CU,10,AWG
5045,KSA2020160830,S0100-0058-0004,2020160830,CN,1,0.5,0,CU,10,AWG
5046,KSA2020160835,S0100-0079-0003,2020160835,CN,1,0.5,0,CU,10,AWG
5047,KSA2020160840,S0100-0058-005C,2020160840,CN,1,0.5,0,CU,10,AWG
5048,KSA2020160843,S0100-0058-005C,2020160843,CN,1,0.5,0,CU,10,AWG
5049,KSA2020160845,S0100-0058-0005,2020160845,CN,1,0.5,0,CU,10,AWG
5050,KSA2020160850,S0100-0058-0005,2020160850,CN,1,0.5,0,CU,10,AWG
5051,KSA2020160855,S0100-0058-0005,2020160855,CN,1,0.5,0,CU,10,AWG
5052,KSA2020160860,S0100-0058-0005,2020160860,CN,1,0.5,0,CU,10,AWG
5053,KSA2020160865,S0100-0074-0006,2020160865,CN,1,0.5,0,CU,10,AWG
5054,KSA2020160870,S0100-0058-0004,2020160870,CN,1,0.5,0,CU,10,AWG
5055,KSA2020160875,S0100-0074-0006,2020160875,CN,1,0.5,0,CU,10,AWG
5056,KSA2020160885,S0100-0042-0015,2020160885,CN,1,0.5,0,CU,10,AWG
5057,KSA2020160890,S0100-0058-0004,2020160890,CN,1,0.5,0,CU,10,AWG
5058,KSA2020160892,S0100-0058-0004,2020160892,CN,1,0.5,0,CU,10,AWG
5059,KSA2020160895,S0100-0058-0004,2020160895,CN,1,0.5,0,CU,10,AWG
5060,KSA2020160897,S0100-0058-005B,2020160897,CN,1,0.5,0,CU,10,AWG
5061,KSA2020160905,S0100-0079-0009,2020160905,CN,1,0.5,0,CU,10,AWG
5062,KSA2020160910,S0100-0058-0004,2020160910,CN,1,0.5,0,CU,10,AWG
5063,KSA2020160915,S0100-0058-005A,2020160915,CN,1,0.5,0,CU,10,AWG
5064,KSA2020160925,S0100-039h-0007,2020160925,CN,1,0.5,0,CU,10,AWG
5065,KSA2020160930,S0100-0058-005B,2020160930,CN,1,0.5,0,CU,10,AWG
5066,KSA2020160935,S0100-0079-0011,2020160935,CN,1,0.5,0,CU,10,AWG
5067,KSA2020160940,S0100-0058-005B,2020160940,CN,1,0.5,0,CU,10,AWG
5068,KSA2020160944,S0100-0058-005B,2020160944,CN,1,0.5,0,CU,10,AWG
5069,KSA2020160945,S0100-0058-005B,2020160945,CN,1,0.5,0,CU,10,AWG
5070,KSA2020160950,S0100-0058-0004,2020160950,CN,1,0.5,0,CU,10,AWG
5071,KSA2020160955,S0100-0058-0003,2020160955,CN,1,0.5,0,CU,10,AWG
5072,KSA2020160957,S0100-0058-0003,2020160957,CN,1,0.5,0,CU,10,AWG
5073,KSA2020160958,S0100-0058-0003,2020160958,CN,1,0.5,0,CU,10,AWG
5074,KSA2020160960,S0100-0058-0003,2020160960,CN,1,0.5,0,CU,10,AWG
5075,KSA2020160965,S0100-0079-0011,2020160965,CN,1,0.5,0,CU,10,AWG
5076,KSA2020160971,S0100-0058-005B,2020160971,CN,1,0.5,0,CU,10,AWG
5077,KSA2020160972,S0100-0058-0002,2020160972,CN,1,0.5,0,CU,10,AWG
5078,KSA2020160973,S0100-0058-0003,2020160973,CN,1,0.5,0,CU,10,AWG
5079,KSA2020160974,S0100-0058-0002,2020160974,CN,1,0.5,0,CU,10,AWG
5080,KSA2020160975,S0100-0058-0003,2020160975,CN,1,0.5,0,CU,10,AWG
5081,KSA2020160976,S0100-0058-0002,2020160976,CN,1,0.5,0,CU,10,AWG
5082,KSA2020160977,S0100-0058-0002,2020160977,CN,1,0.5,0,CU,10,AWG
5083,KSA2020160978,S0100-0058-0002,2020160978,CN,1,0.5,0,CU,10,AWG
5084,KSA2020160979,S0100-0058-0003,2020160979,CN,1,0.5,0,CU,10,AWG
5085,KSA2020160980,S0100-0058-0001,2020160980,CN,1,0.5,0,CU,10,AWG
5086,KSA2020160981,S0100-0058-0002,2020160981,CN,1,0.5,0,CU,10,AWG
5087,KSA2020160982,S0100-0058-0002,2020160982,CN,1,0.5,0,CU,10,AWG
5088,KSA2020160983,S0100-0042-0017,2020160983,CN,1,0.5,0,CU,10,AWG
5089,KSA2020160985,S0100-0079-0013,2020160985,CN,1,0.5,0,CU,10,AWG
5090,KSA2020160990,S0100-0042-0016,2020160990,CN,1,0.5,0,CU,10,AWG
5091,KSA2020160995,S0100-0042-0015,2020160995,CN,1,0.5,0,CU,10,AWG
5092,KSA2020161000,S0100-0042-0015,2020161000,CN,1,0.5,0,CU,10,AWG
5093,KSA2020161005,S0100-0058-005B,2020161005,CN,1,0.5,0,CU,10,AWG
5094,KSA2020161010,S0100-0042-0015,2020161010,CN,1,0.5,0,CU,10,AWG
5095,KSA2020161015,S0100-0042-0015,2020161015,CN,1,0.5,0,CU,10,AWG
5096,KSA2020161020,S0100-0058-0001,2020161020,CN,1,0.5,0,CU,10,AWG
5097,KSA2020161025,S0100-0058-005B,2020161025,CN,1,0.5,0,CU,10,AWG
5098,KSA2020161030,S0100-0042-0014,2020161030,CN,1,0.5,0,CU,10,AWG
5099,KSA2020161035,S0100-0042-0014,2020161035,CN,1,0.5,0,CU,10,AWG
5100,KSA2020161045,S0100-0042-010f,2020161045,CN,1,0.5,0,CU,10,AWG
5101,KSA2020161047,S0100-0042-010h,2020161047,CN,1,0.5,0,CU,10,AWG
5102,KSA2020161048,S0100-0042-010a,2020161048,CN,1,0.5,0,CU,10,AWG
5103,KSA2020161049,S0100-0042-010d,2020161049,CN,1,0.5,0,CU,10,AWG
5104,KSA2020161050,S0100-0042-0009,2020161050,CN,1,0.5,0,CU,10,AWG
5105,KSA2020161055,S0100-0058-005C,2020161055,CN,1,0.5,0,CU,10,AWG
5106,KSA2020161060,S0100-0042-0009,2020161060,CN,1,0.5,0,CU,10,AWG
5107,KSA2020161065,S0100-0058-005B,2020161065,CN,1,0.5,0,CU,10,AWG
5108,KSA2020161070,S0100-0042-0009,2020161070,CN,1,0.5,0,CU,10,AWG
5109,KSA2020161075,S0100-0043-0001,2020161075,CN,1,5.0,0,AL,2,AWG
5110,KSA2020161080,S0100-0042-0008,2020161080,CN,1,0.5,0,CU,10,AWG
5111,KSA2020161085,S0100-0058-005C,2020161085,CN,1,0.5,0,CU,10,AWG
5112,KSA2020161088,S0100-0042-0008,2020161088,CN,1,0.5,0,CU,10,AWG
5113,KSA2020161089,S0100-0042-0008,2020161089,CN,1,0.5,0,CU,10,AWG
5114,KSA2020161090,S0100-0042-008a,2020161090,CN,1,0.5,0,CU,10,AWG
5115,KSA2020161091,S0100-0042-008a,2020161091,CN,1,0.5,0,CU,10,AWG
5116,KSA2020161092,S0100-0042-0008,2020161092,CN,1,0.5,0,CU,10,AWG
5117,KSA2020161095,S0100-0042-0008,2020161095,CN,1,0.5,0,CU,10,AWG
5118,KSA2020161096,S0100-0042-0007,2020161096,CN,1,0.5,0,CU,10,AWG
5119,KSA2020161100,S0100-0042-0007,2020161100,CN,1,0.5,0,CU,10,AWG
5120,KSA2020161105,S0100-0042-010e,2020161105,CN,1,0.5,0,CU,10,AWG
5121,KSA2020161110,S0100-0042-0006,2020161110,CN,1,0.5,0,CU,10,AWG
5122,KSA2020161115,S0100-0042-0006,2020161115,CN,1,0.5,0,CU,10,AWG
5123,KSA2020161120,S0100-0042-0005,2020161120,CN,1,0.5,0,CU,10,AWG
5124,KSA2020161125,S0100-0042-0008,2020161125,CN,1,0.5,0,CU,10,AWG
5125,KSA2020161130,S0100-0042-0004,2020161130,CN,1,0.5,0,CU,10,AWG
5126,KSA2020161132,S0100-0042-0004,2020161132,CN,1,0.5,0,CU,10,AWG
5127,KSA2020161133,S0100-0042-0004,2020161133,CN,1,0.5,0,CU,10,AWG
5128,KSA2020161135,S0100-0042-0003,2020161135,CN,1,0.5,0,CU,10,AWG
5129,KSA2020161137,S0100-0042-0004,2020161137,CN,1,0.5,0,CU,10,AWG
5130,KSA2020161140,S0100-0042-0002,2020161140,CN,1,0.5,0,CU,10,AWG
5131,KSA2020161145,S0100-0042-003a,2020161145,CN,1,0.5,0,CU,10,AWG
5132,KSA2020161150,S0100-0042-003a,2020161150,CN,1,0.5,0,CU,10,AWG
5133,KSA2020161155,S0100-0042-0004,2020161155,CN,1,0.5,0,CU,10,AWG
5134,KSA2020161160,S0100-0042-0002,2020161160,CN,1,0.5,0,CU,10,AWG
5135,KSA2020161165,S0100-0079-0008,2020161165,CN,1,0.5,0,CU,10,AWG
5136,KSA2020161170,S0100-0042-001a,2020161170,CN,1,0.5,0,CU,10,AWG
5137,KSA2020161173,S0100-0042-001a,2020161173,CN,1,0.5,0,CU,10,AWG
5138,KSA2020161175,S0100-0042-001a,2020161175,CN,1,0.5,0,CU,10,AWG
5139,KSA2020161180,S0100-0042-0002,2020161180,CN,1,0.5,0,CU,10,AWG
5140,KSA2020161190,S0100-039h-0006,2020161190,CN,1,0.5,0,CU,10,AWG
5141,KSA2020161195,S0100-0042-010d,2020161195,CN,1,0.5,0,CU,10,AWG
5142,KSA2020161200,S0100-0042-010d,2020161200,CN,1,0.5,0,CU,10,AWG
5143,KSA2020161205,S0100-0066-0004,2020161205,CN,1,0.5,0,CU,10,AWG
5144,KSA2020161210,S0100-0066-0007,2020161210,CN,1,0.5,0,CU,10,AWG
5145,KSA2020161215,S0100-0074-0002,2020161215,CN,1,0.5,0,CU,10,AWG
5146,KSA2020161220,S0100-0074-0002,2020161220,CN,1,0.5,0,CU,10,AWG
5147,KSA2020161225,S0100-0079-0011,2020161225,CN,1,0.5,0,CU,10,AWG
5148,KSA2020161230,S0100-0042-001a,2020161230,CN,1,0.5,0,CU,10,AWG
5149,KSA2020161235,S0100-0066-0005,2020161235,CN,1,0.5,0,CU,10,AWG
5150,KSA2020161240,S0100-0074-0007,2020161240,CN,1,0.5,0,CU,10,AWG
5151,KSA2020161245,S0100-0079-0003,2020161245,CN,1,0.5,0,CU,10,AWG
5152,KSA2020161250,S0100-0079-0002,2020161250,CN,1,0.5,0,CU,10,AWG
5153,KSA2020161255,S0100-0074-003D,2020161255,CN,1,0.5,0,CU,10,AWG
5154,KSA2020161260,S0100-0042-010d,2020161260,CN,1,0.5,0,CU,10,AWG
5155,KSA2020161265,S0100-0042-0007,2020161265,CN,1,0.5,0,CU,10,AWG
5156,KSA2020161270,S0100-0079-0004,2020161270,CN,1,0.5,0,CU,10,AWG
5157,KSA2020161275,S0100-0074-003E,2020161275,CN,1,0.5,0,CU,10,AWG
5158,KSA2020161280,S0100-0042-010d,2020161280,CN,1,0.5,0,CU,10,AWG
5159,KSA2020161285,S0100-039h-0012,2020161285,CN,1,0.5,0,CU,10,AWG
5160,KSA2020161290,S0100-0074-008b,2020161290,CN,1,0.5,0,CU,10,AWG
5161,KSA2020161295,S0100-0058-0009,2020161295,CN,1,0.5,0,CU,10,AWG
5162,KSA2020161300,S0100-0066-0005,2020161300,CN,1,0.5,0,CU,10,AWG
5163,KSA2020161305,S0100-0066-0005,2020161305,CN,1,0.5,0,CU,10,AWG
5164,KSA2020161310,S0100-0066-0005,2020161310,CN,1,0.5,0,CU,10,AWG
5165,KSA2020161315,S0100-0066-0005,2020161315,CN,1,0.5,0,CU,10,AWG
5166,KSA2020161320,S0100-0042-0015,2020161320,CN,1,0.5,0,CU,10,AWG
5167,KSA2020161325,S0100-0058-0003,2020161325,CN,1,0.5,0,CU,10,AWG
5168,KSA2020161330,S0100-0074-0007,2020161330,CN,1,0.5,0,CU,10,AWG
5169,KSA2020161335,S0100-0079-0012,2020161335,CN,1,0.5,0,CU,10,AWG
5170,KSA2020161340,S0100-0066-0008,2020161340,CN,1,0.5,0,CU,10,AWG
5171,KSA2020161345,S0100-0058-0003,2020161345,CN,1,0.5,0,CU,10,AWG
5172,KSA2020161350,S0100-0058-0004,2020161350,CN,1,0.5,0,CU,10,AWG
5173,KSA2020161355,S0100-0058-0004,2020161355,CN,1,0.5,0,CU,10,AWG
5174,KSA2020161360,S0100-0058-0003,2020161360,CN,1,0.5,0,CU,10,AWG
5175,KSA2020161365,S0100-0079-0007,2020161365,CN,1,0.5,0,CU,10,AWG
5176,KSA2020161370,S0100-039h-0022,2020161370,CN,1,0.5,0,CU,10,AWG
5177,KSA2020161375,S0100-0042-010g,2020161375,CN,1,0.5,0,CU,10,AWG
5178,KSA2020161380,S0100-0074-0008,2020161380,CN,1,0.5,0,CU,10,AWG
5179,KSA2020161385,S0100-0042-010f,2020161385,CN,1,0.5,0,CU,10,AWG
5180,KSA2020161390,S0100-0066-0006,2020161390,CN,1,0.5,0,CU,10,AWG
5181,KSA2020161395,S0100-0042-010h,2020161395,CN,1,0.5,0,CU,10,AWG
5182,KSA2020161400,S0100-039h-0019,2020161400,CN,1,0.5,0,CU,10,AWG
5183,KSA2020161405,S0100-0079-0002,2020161405,CN,1,0.5,0,CU,10,AWG
5184,KSA2020161410,S0100-0058-0003,2020161410,CN,1,0.5,0,CU,10,AWG
5185,KSA2020161415,S0100-0074-003D,2020161415,CN,1,0.5,0,CU,10,AWG
5186,KSA2020161420,S0100-039h-0007,2020161420,CN,1,0.5,0,CU,10,AWG
5187,KSA2020161425,S0100-039h-0016,2020161425,CN,1,0.5,0,CU,10,AWG
5188,KSA2020161430,S0100-0042-010c,2020161430,CN,1,0.5,0,CU,10,AWG
5189,KSA2020161435,S0100-0042-010e,2020161435,CN,1,0.5,0,CU,10,AWG
5190,KSA2020161440,S0100-039h-0006,2020161440,CN,1,0.5,0,CU,10,AWG
5191,KSA2020161445,S0100-039h-0008,2020161445,CN,1,0.5,0,CU,10,AWG
5192,KSA2020161450,S0100-039h-0021,2020161450,CN,1,0.5,0,CU,10,AWG
5193,KSA2020161455,S0100-039h-0021,2020161455,CN,1,0.5,0,CU,10,AWG
